city_name,city_name_normalized,station_count,primary_station,primary_uic_code,centroid_latitude,centroid_longitude,all_stations
La Jonchère,la jonchere,1,La Jonchère-Saint-Maurice,87592337,45.9944577,1.4803853,La Jonchère-Saint-Maurice
La Joux,la joux,1,La Joux,87746842,45.9657075,6.910179,La Joux
La Levade,la levade,1,La Levade,87775247,44.228602,4.0102736,La Levade
La Loupe,la loupe,1,La Loupe,87394254,48.4737398,1.0109416,La Loupe
La Madeleine,la madeleine,1,La Madeleine,87286187,50.6608037,3.0725804,La Madeleine
La Marche,la marche,1,La Marche,87691394,47.1396975,3.0395468,La Marche
La Membrolle,la membrolle,1,La Membrolle-sur-Choisille,87571513,47.4313179,0.6407872,La Membrolle-sur-Choisille
La Meyze,la meyze,1,La Meyze,87592808,45.6212964,1.2123135,La Meyze
La Méaugon,la meaugon,1,La Méaugon,87473124,48.4996127,-2.8439358,La Méaugon
La Ménitré,la menitre,1,La Ménitré,87487884,47.397422,-0.275818,La Ménitré
La Norville,la norville,1,La Norville - Saint-Germain-lès-Arpajon,87545459,48.591617,2.267586,La Norville - Saint-Germain-lès-Arpajon
La Pauline Hyères,la pauline hyeres,1,La Pauline Hyères,87755314,43.1364769,6.0351027,La Pauline Hyères
La Penne,la penne,1,La Penne-sur-Huveaune,87751743,43.2846765,5.5155698,La Penne-sur-Huveaune
La Plaine Stade de France,la plaine stade de france,1,La Plaine Stade de France - Saint-Denis - Aubervilliers,87164798,48.91839,2.36257,La Plaine Stade de France - Saint-Denis - Aubervilliers
La Pomme,la pomme,1,La Pomme,87751719,43.2905165,5.4413152,La Pomme
La Porcherie,la porcherie,1,La Porcherie,87592295,45.5740586,1.5383469,La Porcherie
La Possonnière,la possonniere,1,La Possonnière,87484337,47.3713848,-0.6917009,La Possonnière
La Poterie,la poterie,1,La Poterie,87334508,48.0923448,-1.6307729,La Poterie
La Redonne Ensuès,la redonne ensues,1,La Redonne Ensuès,87753574,43.33447,5.1975675,La Redonne Ensuès
La Ricamarie,la ricamarie,1,La Ricamarie,87726703,45.4041516,4.360686,La Ricamarie
La Rivière,la riviere,1,La Rivière-Drugeon,87715144,46.8701507,6.2133331,La Rivière-Drugeon
La Rivière de Mansac,la riviere de mansac,1,La Rivière de Mansac,87594416,45.139681,1.3655086,La Rivière de Mansac
La Rochelle,la rochelle,1,La Rochelle,87485003,46.15269,-1.145305,La Rochelle
La Rochelle Porte Dauphine,la rochelle porte dauphine,1,La Rochelle Porte Dauphine,87437798,46.16755,-1.1518412,La Rochelle Porte Dauphine
La Réole,la reole,1,La Réole,87582866,44.579742,-0.03057,La Réole
La Seyne,la seyne,1,La Seyne - Six-Fours,87755264,43.116959,5.876966,La Seyne - Six-Fours
La Souterraine,la souterraine,1,La Souterraine,87592378,46.239792,1.492151,La Souterraine
La Suze,la suze,1,La Suze-sur-Sarthe,87396366,47.8919891,0.0266367,La Suze-sur-Sarthe
La Taye,la taye,1,La Taye,87394403,48.4077566,1.3734019,La Taye
La Teste,la teste,1,La Teste-de-Buch,87582643,44.636924,-1.14295,La Teste-de-Buch
La Tricherie,la tricherie,1,La Tricherie,87575183,46.7288206,0.4412021,La Tricherie
La Trinité Victor,la trinite victor,1,La Trinité Victor,87756767,43.7427854,7.3114604,La Trinité Victor
La Valbonne,la valbonne,1,La Valbonne,87723577,45.849225,5.124911,La Valbonne
La Verpillière,la verpilliere,1,La Verpillière,87723395,45.6276,5.150866,La Verpillière
La Verrière,la verriere,1,La Verrière,87393256,48.7556954,1.943674,La Verrière
La Ville,la ville,1,La Ville-Dieu-du-Temple,87611459,44.0355186,1.2149646,La Ville-Dieu-du-Temple
La Ville Gozet,la ville gozet,1,La Ville Gozet,87641191,46.3497686,2.5918028,La Ville Gozet
La Villette Saint,la villette saint,1,La Villette Saint-Prest,87394171,48.4827197,1.5228734,La Villette Saint-Prest
La Wantzenau,la wantzenau,1,La Wantzenau,87212316,48.6651895,7.8247832,La Wantzenau
Labenne,labenne,1,Labenne,87673293,43.5870509,-1.4288712,Labenne
Labergement,labergement,1,Labergement-Sainte-Marie,87715219,46.77632,6.28011,Labergement-Sainte-Marie
Laboissière,laboissiere,1,Laboissière - Le Déluge,87313676,49.2885368,2.1361486,Laboissière - Le Déluge
Labouheyre,labouheyre,1,Labouheyre,87582551,44.2106292,-0.9209296,Labouheyre
Labruguière,labruguiere,1,Labruguière,87615526,43.5425692,2.2594728,Labruguière
Labège Innopole,labege innopole,1,Labège Innopole,87612002,43.5473613,1.5129784,Labège Innopole
Labège Village,labege village,1,Labège Village,87612028,43.5305367,1.5329207,Labège Village
Lacapelle,lacapelle,1,Lacapelle-Viescamp,87645150,44.9202424,2.2654689,Lacapelle-Viescamp
Lacelle,lacelle,1,Lacelle,87592147,45.6412701,1.8264798,Lacelle
Lachaud Curmilhac,lachaud curmilhac,1,Lachaud Curmilhac,87731828,45.1228045,3.6104913,Lachaud Curmilhac
Lacourtensourt,lacourtensourt,1,Lacourtensourt,87611434,43.6638838,1.4138687,Lacourtensourt
Lafarge,lafarge,1,Lafarge,87592733,45.6338338,1.130859,Lafarge
Lagny,lagny,1,Lagny - Thorigny,87116319,48.88218325,2.70404228,Lagny - Thorigny
Laguépie,laguepie,1,Laguépie,87613471,44.1455256,1.9692195,Laguépie
Laifour,laifour,1,Laifour,87172072,49.911256,4.6923484,Laifour
Laigneville,laigneville,1,Laigneville,87276204,49.29276,2.44894,Laigneville
Laigné,laigne,1,Laigné - Saint-Gervais,87396556,47.8740074,0.2172097,Laigné - Saint-Gervais
Laillé,laille,1,Laillé,87471144,47.9717527,-1.7495654,Laillé
Laissey,laissey,1,Laissey,87718437,47.298723,6.23304,Laissey
Lalbenque,lalbenque,1,Lalbenque - Fontanes,87613323,44.3332389,1.5116628,Lalbenque - Fontanes
Lalinde,lalinde,1,Lalinde,87584441,44.8396152,0.7427811,Lalinde
Lamagistère,lamagistere,1,Lamagistère,87611855,44.1267231,0.8255002,Lamagistère
Lamanon,lamanon,1,Lamanon,87753731,43.6999662,5.0913333,Lamanon
Lamballe,lamballe,1,Lamballe,87473108,48.46606,-2.511546,Lamballe
Lamonzie,lamonzie,1,Lamonzie-Saint-Martin,87584243,44.8450247,0.3854609,Lamonzie-Saint-Martin
Lamotte,lamotte,1,Lamotte-Beuvron,87543140,47.593898,2.022499,Lamotte-Beuvron
Lamure,lamure,1,Lamure-sur-Azergues,87721860,46.0610834,4.4921137,Lamure-sur-Azergues
Lancerf,lancerf,1,Lancerf,87473850,48.761873,-3.1181396,Lancerf
Lancey,lancey,1,Lancey,87417501,45.2344784,5.8809758,Lancey
Landas,landas,1,Landas,87286575,50.4687775,3.290568,Landas
Landaul,landaul,1,Landaul - Mendon,87476226,47.7359877,-3.0860172,Landaul - Mendon
Landerneau,landerneau,1,Landerneau,87474239,48.453572,-4.256528,Landerneau
Landivisiau,landivisiau,1,Landivisiau,87474270,48.496002,-4.082181,Landivisiau
Landrecies,landrecies,1,Landrecies,87295642,50.1283138,3.681997,Landrecies
Landry,landry,1,Landry,87741777,45.5741713,6.7338182,Landry
Landébia,landebia,1,Landébia,87473264,48.5074212,-2.3313716,Landébia
Landévant,landevant,1,Landévant,87476234,47.759578,-3.1251313,Landévant
Laneuveville,laneuveville,1,Laneuveville-devant-Nancy,87141093,48.65564,6.22792,Laneuveville-devant-Nancy
Langeac,langeac,1,Langeac,87734319,45.10125,3.490672,Langeac
Langeais,langeais,1,Langeais,87571828,47.324114,0.410557,Langeais
Langogne,langogne,1,Langogne,87734350,44.732776,3.8573047,Langogne
Langon,langon,1,Langon,87582775,44.555448,-0.25554,Langon
Langres,langres,1,Langres,87142091,47.8769474,5.3444064,Langres
Lannemezan,lannemezan,1,Lannemezan,87671123,43.114273,0.387367,Lannemezan
Lannion,lannion,1,Lannion,87473223,48.727638,-3.460353,Lannion
Lantenay,lantenay,1,Lantenay,87712323,47.3351085,4.860963,Lantenay
Laon,laon,1,Laon,87296012,49.57061,3.62443,Laon
Lapeyrouse,lapeyrouse,1,Lapeyrouse,87641043,46.2267825,2.893393,Lapeyrouse
Laragne,laragne,1,Laragne-Montéglin,87763755,44.3164984,5.8189832,Laragne-Montéglin
Lardenne,lardenne,1,Lardenne,87611939,43.5966262,1.3839252,Lardenne
Lardy,lardy,1,Lardy,87545160,48.520639,2.255739,Lardy
Laroche,laroche,1,Laroche - Migennes,87683268,47.960998,3.513191,Laroche - Migennes
Laroque,laroque,1,Laroque-Timbaut,87586412,44.2875163,0.7497189,Laroque-Timbaut
Laroquebrou,laroquebrou,1,Laroquebrou,87645135,44.9641658,2.1929167,Laroquebrou
Lathus,lathus,1,Lathus-Saint-Rémy,87575498,46.3380917,0.965009,Lathus-Saint-Rémy
Latour-de-Carol,latour-de-carol,1,Latour-de-Carol - Enveitg,87611483,42.4590464,1.9045027,Latour-de-Carol - Enveitg
Lauterbourg,lauterbourg,1,Lauterbourg,87212464,48.9676973,8.1826817,Lauterbourg
Lavaufranche,lavaufranche,1,Lavaufranche,87597740,46.3212869,2.2700972,Lavaufranche
Lavaur,lavaur,1,Lavaur,87615476,43.703479,1.813146,Lavaur
Lavilletertre,lavilletertre,1,Lavilletertre,87381202,49.2024666,1.9206361,Lavilletertre
Lavoûte,lavoute,1,Lavoûte-sur-Loire,87734707,45.1214503,3.9054101,Lavoûte-sur-Loire
Le Blanc,le blanc,1,Le Blanc-Mesnil,87271478,48.93248,2.47747,Le Blanc-Mesnil
Le Bosquet,le bosquet,1,Le Bosquet,87757757,43.5515285,6.9816599,Le Bosquet
Le Bourget,le bourget,1,Le Bourget,87271395,48.93096,2.42571,Le Bourget
Le Bourget T11,le bourget t11,1,Le Bourget T11,87697359,,,Le Bourget T11
Le Bouscat,le bouscat,1,Le Bouscat - Saint-Germaine,87738096,44.87092649534621,-0.614049444932229,Le Bouscat - Saint-Germaine
Le Bousquet,le bousquet,1,Le Bousquet-d'Orb,87781583,43.6912097,3.1689379,Le Bousquet-d'Orb
Le Bras de Fer,le bras de fer,1,Le Bras de Fer,87681395,48.623287,2.450625,Le Bras de Fer
Le Breuil,le breuil,1,Le Breuil-sur-Couze,87734228,45.4670838,3.2621478,Le Breuil-sur-Couze
Le Bruel,le bruel,1,Le Bruel,87783548,44.4813286,3.358325,Le Bruel
Le Buet,le buet,1,Le Buet,87746883,46.018805,6.9204119,Le Buet
Le Bugue,le bugue,1,Le Bugue,87595744,44.9056892,0.942795,Le Bugue
Le Buisson,le buisson,1,Le Buisson-de-Cadouin,87595751,44.84723,0.9081756,Le Buisson-de-Cadouin
Le Burg,le burg,1,Le Burg,87594614,45.2157957,1.4298135,Le Burg
Le Cailar,le cailar,1,Le Cailar,87775825,43.6834141,4.2354236,Le Cailar
Le Cateau,le cateau,1,Le Cateau-Cambrésis,87295220,50.0914606,3.5400454,Le Cateau-Cambrésis
Le Cellier,le cellier,1,Le Cellier,87481168,47.3135164,-1.3506694,Le Cellier
Le Cendre,le cendre,1,Le Cendre - Orcet,87734160,45.723796,3.188666,Le Cendre - Orcet
Le Chambon,le chambon,1,Le Chambon-Feugerolles,87726711,45.3947427,4.3223823,Le Chambon-Feugerolles
Le Chénay Gagny,le chenay gagny,1,Le Chénay Gagny,87113522,48.877129,2.552692,Le Chénay Gagny
Le Coteau,le coteau,1,Le Coteau,87726828,46.023984,4.086248,Le Coteau
Le Coudray,le coudray,1,Le Coudray-Montceaux,87681635,48.5661679,2.4924649,Le Coudray-Montceaux
Le Croisic,le croisic,1,Le Croisic,87481788,47.289836,-2.507442,Le Croisic
Le Dorat,le dorat,1,Le Dorat,87592543,46.2110908,1.0793364,Le Dorat
Le Dramont,le dramont,1,Le Dramont,87757542,43.4178193,6.8442467,Le Dramont
Le Fauga,le fauga,1,Le Fauga,87611046,43.4043288,1.2827183,Le Fauga
Le Genest,le genest,1,Le Genest-Saint-Isle,87478743,48.0967372,-0.8858084,Le Genest-Saint-Isle
Le Grand,le grand,1,Le Grand-Lemps,87747220,45.3966261,5.4231117,Le Grand-Lemps
Le Grand Jardin,le grand jardin,1,Le Grand Jardin,87444323,49.1505827,0.2271143,Le Grand Jardin
Le Grau,le grau,1,Le Grau-du-Roi,87775866,43.5371273,4.140338,Le Grau-du-Roi
Le Haut Banc,le haut banc,1,Le Haut Banc,87316687,50.8163364,1.7722209,Le Haut Banc
Le Havre,le havre,1,Le Havre,87413013,49.492996,0.125677,Le Havre
Le Lioran,le lioran,1,Le Lioran,87645473,45.0905458,2.7533365,Le Lioran
Le Luc,le luc,1,Le Luc - Le Cannet,87755405,43.3902379,6.3430972,Le Luc - Le Cannet
Le Meux,le meux,1,Le Meux - La Croix-Saint-Ouen,87276733,49.3594029,2.7532645,Le Meux - La Croix-Saint-Ouen
Le Molay,le molay,1,Le Molay-Littry,87444083,49.2493263,-0.8809741,Le Molay-Littry
Le Monastier,le monastier,1,Le Monastier-Pin-Moriès,87783308,44.5089682,3.252057,Le Monastier-Pin-Moriès
Le Mée,le mee,1,Le Mée-sur-Seine,87682179,48.540086,2.624116,Le Mée-sur-Seine
Le Méridien La Ferrière,le meridien la ferriere,1,Le Méridien La Ferrière,87721522,45.7684995,4.7484432,Le Méridien La Ferrière
Le Pallet,le pallet,1,Le Pallet,87481424,47.143831,-1.346898,Le Pallet
Le Perray,le perray,1,Le Perray-en-Yvelines,87393298,48.6933406,1.856057,Le Perray-en-Yvelines
Le Plessis,le plessis,1,Le Plessis-Belleville,87271551,49.0959033,2.7448073,Le Plessis-Belleville
Le Plessis Chenet,le plessis chenet,1,Le Plessis Chenet,87681627,48.5735652,2.479586,Le Plessis Chenet
Le Poirier Université,le poirier universite,1,Le Poirier Université,87343210,50.33006,3.50273,Le Poirier Université
Le Pouliguen,le pouliguen,1,Le Pouliguen,87481762,47.2825404,-2.4331446,Le Pouliguen
Le Puy,le puy,1,Le Puy-en-Velay,87734699,45.042866,3.892421,Le Puy-en-Velay
Le Péage,le peage,1,Le Péage-de-Roussillon,87722678,45.371797,4.795402,Le Péage-de-Roussillon
Le Pénity,le penity,1,Le Pénity,87473553,48.3646275,-3.4763815,Le Pénity
Le Quesnoy,le quesnoy,1,Le Quesnoy,87295857,50.25021,3.64552,Le Quesnoy
Le Raincy,le raincy,1,Le Raincy - Villemomble - Montfermeil,87113472,48.889325,2.512062,Le Raincy - Villemomble - Montfermeil
Le Rouget,le rouget,1,Le Rouget,87645192,44.8565391,2.2355043,Le Rouget
Le Soler,le soler,1,Le Soler,87784512,42.6787626,2.7930798,Le Soler
Le Stade,le stade,1,Le Stade,87381095,48.93093,2.26056,Le Stade
Le Teich,le teich,1,Le Teich,87582601,44.632507,-1.025556,Le Teich
Le Thor,le thor,1,Le Thor,87765453,43.9265047,4.9962663,Le Thor
Le Toec,le toec,1,Le Toec,87353573,43.5956037,1.4014496,Le Toec
Le Trayas,le trayas,1,Le Trayas,87757575,43.4746639,6.9243444,Le Trayas
Le Tréport,le treport,1,Le Tréport - Mers-les-Bains,87317529,50.0628592,1.3763738,Le Tréport - Mers-les-Bains
Le Val d'Or,le val d'or,1,Le Val d'Or,87382366,48.85645,2.21636,Le Val d'Or
Le Verdon,le verdon,1,Le Verdon-sur-Mer,87581389,45.5492065,-1.0650925,Le Verdon-sur-Mer
Le Vernet d'Ariège,le vernet d'ariege,1,Le Vernet d'Ariège,87611350,43.1894138,1.6116214,Le Vernet d'Ariège
Le Vert de Maisons,le vert de maisons,1,Le Vert de Maisons,87681247,48.78934,2.43148,Le Vert de Maisons
Le Vieux Briollay,le vieux briollay,1,Le Vieux Briollay,87484139,47.5739696,-0.4829396,Le Vieux Briollay
Leforest,leforest,1,Leforest,87345223,50.4278,3.05977,Leforest
Lens,lens,1,Lens,87345025,50.426818,2.828254,Lens
Lentilly,lentilly,1,Lentilly,87721555,45.82163,4.667103,Lentilly
Lentilly Charpenay,lentilly charpenay,1,Lentilly Charpenay,87566919,45.8165247,4.6824009,Lentilly Charpenay
Les Abrets,les abrets,1,Les Abrets - Fitilieu,87741496,45.5421091,5.5754876,Les Abrets - Fitilieu
Les Arcs,les arcs,1,Les Arcs - Draguignan,87755447,43.455524,6.482498,Les Arcs - Draguignan
Les Ardoines,les ardoines,1,Les Ardoines,87492108,48.782945,2.409046,Les Ardoines
Les Aubrais,les aubrais,1,Les Aubrais,87543017,47.926801,1.906629,Les Aubrais
Les Bardys,les bardys,1,Les Bardys,87592048,45.9046873,1.377389,Les Bardys
Les Bons Pères,les bons peres,1,Les Bons Pères,87297515,50.2798638,4.010967,Les Bons Pères
Les Bossons,les bossons,1,Les Bossons,87746768,45.9067455,6.8391969,Les Bossons
Les Boullereaux Champigny,les boullereaux champigny,1,Les Boullereaux Champigny,87113779,48.824926,2.511884,Les Boullereaux Champigny
Les Cabannes,les cabannes,1,Les Cabannes,87611574,42.7862854,1.6862985,Les Cabannes
Les Cabrils,les cabrils,1,Les Cabrils,87781559,43.779707,3.1860831,Les Cabrils
Les Cauquillous,les cauquillous,1,Les Cauquillous,87328021,43.7340198,1.7546798,Les Cauquillous
Les Clairières de Verneuil,les clairieres de verneuil,1,Les Clairières de Verneuil,87386664,48.9922407,1.955265,Les Clairières de Verneuil
Les Coquetiers,les coquetiers,1,Les Coquetiers,87113845,48.89244,2.499415,Les Coquetiers
Les Deux Jumeaux,les deux jumeaux,1,Les Deux Jumeaux,87677104,43.3699568,-1.7643532,Les Deux Jumeaux
Les Essarts,les essarts,1,Les Essarts-le-Roi,87393280,48.7217171,1.8904047,Les Essarts-le-Roi
Les Eyzies,les eyzies,1,Les Eyzies-de-Tayac-Sireuil,87595736,44.9411916,1.0081942,Les Eyzies-de-Tayac-Sireuil
Les Flachères,les flacheres,1,Les Flachères,87721704,45.7774345,4.7541523,Les Flachères
Les Fontinettes,les fontinettes,1,Les Fontinettes,87317305,50.940831,1.8496343,Les Fontinettes
Les Grésillons,les gresillons,1,Les Grésillons,87272146,48.92007,2.31441,Les Grésillons
Les Houches,les houches,1,Les Houches,87746743,45.8935639,6.796924,Les Houches
Les Lacs,les lacs,1,Les Lacs,87471516,48.1094359,-1.3208165,Les Lacs
Les Laumes Alésia,les laumes alesia,1,Les Laumes Alésia,87713115,47.543054,4.462602,Les Laumes Alésia
Les Mais,les mais,1,Les Mais,87473587,48.4262577,-3.3828609,Les Mais
Les Martres,les martres,1,Les Martres-de-Veyre,87734178,45.688155,3.193228,Les Martres-de-Veyre
Les Moussoux,les moussoux,1,Les Moussoux,87746818,45.9166347,6.8589899,Les Moussoux
Les Moutiers,les moutiers,1,Les Moutiers-en-Retz,87481259,47.0618983,-2.0009628,Les Moutiers-en-Retz
Les Mureaux,les mureaux,1,Les Mureaux,87386680,48.9927897,1.9129871,Les Mureaux
Les Noues,les noues,1,Les Noues,87276238,49.03234,2.47633,Les Noues
Les Ormes,les ormes,1,Les Ormes,87575118,46.9718269,0.6079476,Les Ormes
Les Pavillons,les pavillons,1,Les Pavillons-sous-Bois,87113852,48.902418,2.511781,Les Pavillons-sous-Bois
Les Perrières,les perrieres,1,Les Perrières,87691600,47.0055213,3.1467144,Les Perrières
Les Portes de Saint,les portes de saint,1,Les Portes de Saint-Cyr,87710921,48.8062,2.07716,Les Portes de Saint-Cyr
Les Praz de Chamonix,les praz de chamonix,1,Les Praz de Chamonix,87746826,45.9394594,6.888753,Les Praz de Chamonix
Les Pélerins,les pelerins,1,Les Pélerins,87746776,45.9125671,6.8472858,Les Pélerins
Les Quatre,les quatre,1,Les Quatre-Routes-du-Lot,87594564,44.9974864,1.6439067,Les Quatre-Routes-du-Lot
Les Quatre Roues,les quatre roues,1,Les Quatre Roues,87576181,47.3325521,1.7025282,Les Quatre Roues
Les Ramassiers,les ramassiers,1,Les Ramassiers,87353581,43.6024594,1.3528032,Les Ramassiers
Les Rosiers,les rosiers,1,Les Rosiers-sur-Loire,87487876,47.3625386,-0.2205371,Les Rosiers-sur-Loire
Les Sables,les sables,1,Les Sables-d'Olonne,87486449,46.499917,-1.78105,Les Sables-d'Olonne
Les Sables Blancs,les sables blancs,1,Les Sables Blancs,87476267,47.57518,-3.13201,Les Sables Blancs
Les Salelles,les salelles,1,Les Salelles,87783514,44.4832687,3.2804008,Les Salelles
Les Saules,les saules,1,Les Saules,87546226,48.7454924,2.417366,Les Saules
Les Tines,les tines,1,Les Tines,87746834,45.9505693,6.8991603,Les Tines
Les Trillers,les trillers,1,Les Trillers,87641373,46.4147461,2.6001018,Les Trillers
Les Vallées,les vallees,1,Les Vallées,87386300,48.913408,2.257909,Les Vallées
Les Versannes,les versannes,1,Les Versannes,87595702,45.088775,0.8574682,Les Versannes
Les Yvris Noisy,les yvris noisy,1,Les Yvris Noisy-le-Grand,87113803,48.823182,2.579828,Les Yvris Noisy-le-Grand
Les Échets,les echets,1,Les Échets,87723718,45.8746675,4.9108215,Les Échets
Les Églisottes,les eglisottes,1,Les Églisottes-et-Chalaures,87584532,45.0942299,-0.0437576,Les Églisottes-et-Chalaures
Lesparre,lesparre,1,Lesparre-Médoc,87581314,45.3035166,-0.9454015,Lesparre-Médoc
Lesquin,lesquin,1,Lesquin,87286849,50.59068,3.11771,Lesquin
Leucate La Franqui,leucate la franqui,1,Leucate La Franqui,87781088,42.9327725,3.0128555,Leucate La Franqui
Leval,leval,1,Leval,87295790,50.1845311,3.8366811,Leval
Lexos,lexos,1,Lexos,87613489,44.1423958,1.8851014,Lexos
Lezennes,lezennes,1,Lezennes,87287102,50.6205699,3.0986481,Lezennes
Lezoux,lezoux,1,Lezoux,87734442,45.8212175,3.385986,Lezoux
Libercourt,libercourt,1,Libercourt,87345256,50.48025,3.00867,Libercourt
Libourne,libourne,1,Libourne,87584052,44.915888,-0.236344,Libourne
Liesle,liesle,1,Liesle,87718130,47.0587683,5.8208121,Liesle
Lieusaint,lieusaint,1,Lieusaint - Moissy,87682153,48.628305,2.568935,Lieusaint - Moissy
Ligugé,liguge,1,Ligugé,87575274,46.5203091,0.3331733,Ligugé
Lillers,lillers,1,Lillers,87342238,50.56163,2.47903,Lillers
Limay,limay,1,Limay,87381582,48.9841,1.74731,Limay
Limeray,limeray,1,Limeray,87574335,47.4502088,1.0499661,Limeray
Limersheim,limersheim,1,Limersheim,87212274,48.4617328,7.6603581,Limersheim
Limoux,limoux,1,Limoux,87615161,43.0563831,2.2228288,Limoux
Limoux Flassian,limoux flassian,1,Limoux Flassian,87598755,43.0684511,2.2182832,Limoux Flassian
Lingolsheim,lingolsheim,1,Lingolsheim,87214502,48.5594092,7.6781143,Lingolsheim
Lisieux,lisieux,1,Lisieux,87444265,49.138299,0.231143,Lisieux
Lisière Pereire,lisiere pereire,1,Lisière Pereire,87733683,48.9032098,2.0733132,Lisière Pereire
Lisle,lisle,1,Lisle-sur-Tarn,87615310,43.85639,1.80823,Lisle-sur-Tarn
Lison,lison,1,Lison,87447219,49.226834,-1.050339,Lison
Liverdun,liverdun,1,Liverdun,87141069,48.7493158,6.0617374,Liverdun
Livron,livron,1,Livron-sur-Drôme,87761247,44.7796035,4.8305412,Livron-sur-Drôme
Livry,livry,1,Livry-sur-Seine,87682401,48.5104579,2.6788796,Livry-sur-Seine
Lizy,lizy,1,Lizy-sur-Ourcq,87116632,49.021929,3.031718,Lizy-sur-Ourcq
Liévin,lievin,1,Liévin,87345041,50.434139,2.7716316,Liévin
Loches,loches,1,Loches,87571471,47.130464,1.000467,Loches
Logelbach,logelbach,1,Logelbach,87182345,48.087299,7.3206082,Logelbach
Loison,loison,1,Loison-sous-Lens,87345231,50.4401891,2.8592403,Loison-sous-Lens
Loivre,loivre,1,Loivre,87171728,49.3466786,3.9906699,Loivre
Longages,longages,1,Longages - Noé,87611053,43.3563239,1.2519529,Longages - Noé
Longecourt,longecourt,1,Longecourt-en-Plaine,87712620,47.1937936,5.1346952,Longecourt-en-Plaine
Longjumeau,longjumeau,1,Longjumeau,87393611,48.7020364,2.2943957,Longjumeau
Longpont,longpont,1,Longpont,87271775,49.2726851,3.2301676,Longpont
Longpré,longpre,1,Longpré-les-Corps-Saints,87313122,50.01128,2.00277,Longpré-les-Corps-Saints
Longroy,longroy,1,Longroy - Gamaches,87313817,49.9818917,1.5526598,Longroy - Gamaches
Longueau,longueau,1,Longueau,87313049,49.86344,2.35215,Longueau
Longuerue,longuerue,1,Longuerue - Vieux-Manoir,87411447,49.5566781,1.2762275,Longuerue - Vieux-Manoir
Longuyon,longuyon,1,Longuyon,87194274,49.4442555,5.604482,Longuyon
Longwy,longwy,1,Longwy,87194001,49.5129923,5.7696358,Longwy
Lons,lons,1,Lons-le-Saunier,87718239,46.66858,5.551108,Lons-le-Saunier
Loos,loos,1,Loos-en-Gohelle,87345033,50.4378798,2.7933955,Loos-en-Gohelle
Loos lez Lille,loos lez lille,1,Loos lez Lille,87286112,50.6128165,3.0170581,Loos lez Lille
Loreux,loreux,1,Loreux,87576157,47.3902731,1.8345356,Loreux
Lorient Bretagne Sud,lorient bretagne sud,1,Lorient Bretagne Sud,87476002,47.755597,-3.366221,Lorient Bretagne Sud
Loriol,loriol,1,Loriol-sur-Drôme,87761262,44.7544973,4.8171679,Loriol-sur-Drôme
Lorraine TGV,lorraine tgv,1,Lorraine TGV,87142109,48.947773,6.169838,Lorraine TGV
Lothiers,lothiers,1,Lothiers,87597104,46.6946801,1.5629763,Lothiers
Louhans,louhans,1,Louhans,87713735,46.6309,5.2174853,Louhans
Loulay,loulay,1,Loulay,87491290,46.0435165,-0.5017525,Loulay
Lourches,lourches,1,Lourches,87343475,50.3102834,3.3434016,Lourches
Lourdes,lourdes,1,Lourdes,87671339,43.10037,-0.042174,Lourdes
Louroux,louroux,1,Louroux-de-Bouble,87641050,46.2241289,2.9849368,Louroux-de-Bouble
Louveciennes,louveciennes,1,Louveciennes,87382457,48.8610361,2.1230176,Louveciennes
Louvres,louvres,1,Louvres,87276253,49.0496573,2.5018967,Louvres
Louvroil,louvroil,1,Louvroil,87295535,50.2683469,3.9535768,Louvroil
Lozanne,lozanne,1,Lozanne,87721423,45.85414,4.681501,Lozanne
Luant,luant,1,Luant,87597096,46.7357683,1.5901964,Luant
Lucé,luce,1,Lucé,87394015,48.4366725,1.4529681,Lucé
Ludon,ludon,1,Ludon-Médoc,87581181,44.9744015,-0.6118009,Ludon-Médoc
Ludres,ludres,1,Ludres,87141481,48.6219545,6.1709118,Ludres
Lumes,lumes,1,Lumes,87172189,49.7327973,4.7833571,Lumes
Lunas,lunas,1,Lunas,87781575,43.7095814,3.1948986,Lunas
Lunery,lunery,1,Lunery,87576280,46.9351795,2.275014,Lunery
Lunéville,luneville,1,Lunéville,87141150,48.588233,6.49727,Lunéville
Lurbe,lurbe,1,Lurbe-Saint-Christau,87672741,43.12099,-0.60408,Lurbe-Saint-Christau
Lure,lure,1,Lure,87185249,47.683269,6.4925787,Lure
Lus,lus,1,Lus-la-Croix-Haute,87747667,44.6709898,5.6973678,Lus-la-Croix-Haute
Lusignan,lusignan,1,Lusignan,87485540,46.4354949,0.116555,Lusignan
Lussac,lussac,1,Lussac-les-Châteaux,87575845,46.4051106,0.7186918,Lussac-les-Châteaux
Luttenbach,luttenbach,1,Luttenbach-près-Munster,87182543,48.0352559,7.1186307,Luttenbach-près-Munster
Lutzelbourg,lutzelbourg,1,Lutzelbourg,87215160,48.7299065,7.2516808,Lutzelbourg
Lutzelhouse,lutzelhouse,1,Lutzelhouse,87214650,48.51812,7.29391,Lutzelhouse
Luxeuil,luxeuil,1,Luxeuil-les-Bains,87185595,47.8148606,6.3726593,Luxeuil-les-Bains
Luxé,luxe,1,Luxé,87583823,45.8873947,0.1094107,Luxé
Luzarches,luzarches,1,Luzarches,87276576,49.11719,2.42074,Luzarches
Luzenac,luzenac,1,Luzenac - Garanou,87611558,42.7642849,1.7531248,Luzenac - Garanou
