city_name,city_name_normalized,station_count,primary_station,primary_uic_code,centroid_latitude,centroid_longitude,all_stations
Saint,saint,176,Saint-Brieuc,87473009,46.506435036571425,2.424918325142857,Saint-Agnan; Saint-Agne; Saint-Amand-les-Eaux; Saint-Amand-Longpré; Saint-Amarin; Saint-Amour; Saint-André-de-Corcy; Saint-André-de-Cubzac; Saint-André-le-Gaz; Saint-André-lez-Lille; Saint-Antoine; Saint-Antoine-de-Breuilh; Saint-Antoine-du-Rocher; Saint-Armel; Saint-Astier; Saint-Aubin-sur-Scie; Saint-Aulaire; Saint-Aunès; Saint-Avold; Saint-Ay; Saint-Blaise-la-Roche Poutay; Saint-Bonnet-de-Rochefort; Saint-Brice-sur-Vienne; Saint-Brieuc; Saint-Césaire; Saint-Chamas; Saint-Chamond; Saint-Chély-d'Apcher; Saint-Chéron; Saint-Christophe-Vallon; Saint-Claude; Saint-Cloud; Saint-Cyprien; Saint-Cyprien Arènes; Saint-Cyr-en-Val La Source; Saint-Cyr-l'École; Saint-Denis-de-Pile; Saint-Denis-des-Murs; Saint-Denis-lès-Martel; Saint-Dié-des-Vosges; Saint-Dizier; Saint-Égrève Saint-Robert; Saint-Émilion; Saint-Erme-Outre-et-Ramecourt; Saint-Étienne-de-Montluc; Saint-Étienne-du-Rouvray; Saint-Fargeau-Ponthierry; Saint-Féliu-d'Avall; Saint-Florent-sur-Cher; Saint-Fons; Saint-Gaudens; Saint-Geniès-de-Malgoirès; Saint-Genouph; Saint-Georges-d'Aurac; Saint-Georges-de-Commiers; Saint-Georges-de-Luzençon; Saint-Georges-de-Reneins; Saint-Geours-de-Maremne; Saint-Germain-au-Mont-d'Or; Saint-Germain-des-Fossés; Saint-Germain-du-Puy; Saint-Germain-les-Belles; Saint-Germain-sur-Ille; Saint-Gervais-les-Bains Le Fayet; Saint-Gildas-des-Bois; Saint-Gilles Lycée Haut-Rhin; Saint-Gilles-Croix-de-Vie; Saint-Gratien; Saint-Hilaire-de-Chaléons; Saint-Hilaire-de-Riez; Saint-Hilaire-sur-Helpe; Saint-Jacques-de-la-Lande; Saint-Jean-d'Angély; Saint-Jean-de-Losne; Saint-Jean-de-Maurienne Arvan; Saint-Jean-de-Verges; Saint-Jean-Pied-de-Port; Saint-Jodard; Saint-Jory; Saint-Joseph le Castellas; Saint-Julien-du-Sault; Saint-Julien-en-Genevois; Saint-Junien; Saint-Just-en-Chaussée; Saint-Laurent-d'Aigouze; Saint-Laurent-du-Var; Saint-Laurent-en-Grandvaux; Saint-Léger-sur-Dheune; Saint-Léon-sur-l'Isle; Saint-Léonard-de-Noblat; Saint-Leu-d'Esserent; Saint-Leu-la-Forêt; Saint-Lô; Saint-Lothain; Saint-Loubès; Saint-Louis; Saint-Louis La Chaussée; Saint-Macaire; Saint-Maixent-L'École; Saint-Malo; Saint-Mammès; Saint-Marcel; Saint-Marcel en Dombes; Saint-Marcellin; Saint-Mars-la-Brière; Saint-Martin d'Étampes; Saint-Martin du Touch; Saint-Martin-d'Oney; Saint-Martin-de-Crau; Saint-Martin-du-Mont; Saint-Martin-le-Beau; Saint-Martory; Saint-Mathurin-sur-Loire; Saint-Maurice-de-Beynost; Saint-Médard-d'Eyrans; Saint-Médard-de-Guizières; Saint-Médard-sur-Ille; Saint-Michel Notre-Dame; Saint-Michel-sur-Meurthe; Saint-Michel-sur-Orge; Saint-Nabord; Saint-Nazaire; Saint-Nom-la-Bretèche Forêt de Marly; Saint-Nom-la-Bretèche Forêt de Marly T13; Saint-Omer; Saint-Omer-en-Chaussée; Saint-Ouen; Saint-Ouen-l'Aumône; Saint-Ouen-l'Aumône Liesse; Saint-Ouen-l'Aumône Quartier de l'Église; Saint-Paterne-Racan; Saint-Patrice; Saint-Paul-de-Varax; Saint-Pé-de-Bigorre; Saint-Péray; Saint-Piat; Saint-Pierre-d'Albigny; Saint-Pierre-d'Aurillac; Saint-Pierre-de-Chignac; Saint-Pierre-des-Corps; Saint-Pierre-en-Faucigny; Saint-Pierre-la-Cour; Saint-Pierre-le-Moûtier; Saint-Pierre-Quiberon; Saint-Pierre-sur-Dives; Saint-Pol-sur-Ternoise; Saint-Priest; Saint-Priest-Taurion; Saint-Quentin; Saint-Quentin-Fallavier; Saint-Rambert-d'Albon; Saint-Rambert-en-Bugey; Saint-Raphaël Valescure; Saint-Remy-en-l'Eau; Saint-Roch; Saint-Romain-de-Popey; Saint-Romain-le-Puy; Saint-Rome-de-Cernon; Saint-Saturnin-lès-Avignon; Saint-Savinien; Saint-Saviol; Saint-Sébastien; Saint-Sébastien Frêne Rond; Saint-Sébastien Pas Enchantés; Saint-Seurin-sur-l'Isle; Saint-Sulpice (Tarn); Saint-Sulpice-Laurière; Saint-Symphorien-de-Marmagne; Saint-Thégonnec; Saint-Vallier sur Rhône; Saint-Victor-l'Abbaye; Saint-Victurnien; Saint-Vincent le Château; Saint-Vincent-de-Tyrosse; Saint-Vit; Saint-Yrieix-la-Perche
Pont,pont,14,Pont-Melvez,87473520,48.0935932095511,2.4853623062004178,Pont-à-Mousson; Pont-à-Vendin; Pont-d'Ain; Pont-de-Buis; Pont-de-l'Arche; Pont-de-Veyle; Pont-du-Château; Pont-l'Évêque; Pont-Melvez; Pont-Remy; Pont-Saint-Esprit; Pont-Saint-Vincent; Pont-Sainte-Maxence; Pont-sur-Yonne
Sainte,sainte,11,Sainte-Anne,87476648,46.502721427272725,1.7454197818181818,Sainte-Anne; Sainte-Bazeille; Sainte-Cécile-d'Andorge; Sainte-Colombe; Sainte-Colombe Septveilles; Sainte-Foy-la-Grande; Sainte-Gauburge; Sainte-Geneviève-des-Bois; Sainte-Lizaigne; Sainte-Marthe en Provence; Sainte-Pazanne
Villeneuve,villeneuve,8,Villeneuve-Loubet,87756304,46.72863465,3.1185677625,Villeneuve-la-Comtesse; Villeneuve-la-Guyard; Villeneuve-le-Roi; Villeneuve-lès-Maguelone; Villeneuve-Loubet; Villeneuve-Saint-Georges; Villeneuve-sur-Allier; Villeneuve-sur-Yonne
Lyon,lyon,7,Lyon Part Dieu,87723197,45.75530285714286,4.862442142857142,Lyon Gorge de Loup; Lyon Jean Macé; Lyon Part Dieu; Lyon Perrache; Lyon Saint-Exupéry TGV; Lyon Saint-Paul; Lyon Vaise
Paris,paris,7,Paris Bercy Bourgogne - Pays d'Auvergne,87686667,48.85724057142858,2.3543729999999994,Paris Austerlitz; Paris Bercy Bourgogne - Pays d'Auvergne; Paris Est; Paris Gare de Lyon; Paris Gare du Nord; Paris Montparnasse; Paris Saint-Lazare
Villefranche,villefranche,7,Villefranche - Vernet-les-Bains,87784686,44.56448711428571,2.996237742857143,Villefranche - Vernet-les-Bains; Villefranche-de-Lauragais; Villefranche-de-Rouergue; Villefranche-du-Périgord; Villefranche-sur-Cher; Villefranche-sur-Mer; Villefranche-sur-Saône
Château,chateau,6,Château-Arnoux-Saint-Auban,87751230,46.95954271666667,2.2207247666666663,Château-Arnoux-Saint-Auban; Château-du-Loir; Château-Gaillard; Château-l'Évêque; Château-Renault; Château-Thierry
La Ferté,la ferte,6,La Ferté-Alais,87681452,48.3177253,2.1880056666666667,La Ferté-Alais; La Ferté-Bernard; La Ferté-Imbault; La Ferté-Milon; La Ferté-Saint-Aubin; La Ferté-sous-Jouarre
Port,port,6,Port-Brillet,87478750,44.718674033333336,1.8568918666666667,Port-Brillet; Port-de-Bouc; Port-de-Piles; Port-la-Nouvelle; Port-Sainte-Marie; Port-Vendres
Montreuil,montreuil,5,Montreuil,87382879,48.81743143999999,0.8596299999999999,Montreuil; Montreuil sur Mer; Montreuil-Bellay; Montreuil-sur-Ille; Montreuil-sur-Thérain
Saint-Étienne,saint-etienne,5,Saint-Étienne Bellevue,87726190,45.44188504,4.3871201399999995,Saint-Étienne Bellevue; Saint-Étienne Carnot; Saint-Étienne Châteaucreux; Saint-Étienne La Terrasse; Saint-Étienne Le Clapier
Villers,villers,5,Villers-Bretonneux,87313437,49.415970120000004,2.06707672,Villers-Bretonneux; Villers-Cotterêts; Villers-Saint-Paul; Villers-Saint-Sépulcre; Villers-sur-Mer
Épinay,epinay,5,Épinay - Villetaneuse,87271122,48.86070279999999,2.3210280666666665,Épinay - Villetaneuse; Épinay - Villetaneuse T11; Épinay-sur-Orge; Épinay-sur-Seine; Épinay-sur-Seine T11
Bourg,bourg,4,Bourg-Bruche,87214775,45.652912625,5.268049575,Bourg-Bruche; Bourg-en-Bresse; Bourg-Madame; Bourg-Saint-Maurice
Champagné,champagne,4,Champagne-Ardenne TGV,87171926,48.694194700000004,2.342650325,Champagné; Champagne-Ardenne TGV; Champagne-sur-Oise; Champagne-sur-Seine
Lille,lille,4,Lille Europe,87223263,50.62550660000001,3.06395575,Lille CHR; Lille Europe; Lille Flandres; Lille Porte de Douai
Mulhouse,mulhouse,4,Mulhouse,87182063,47.74606875,7.3156669999999995,Mulhouse; Mulhouse Dornach; Mulhouse Musées; Mulhouse Zu Rhein Tram-Train
Nice,nice,4,Nice,87756056,43.700647,7.2649295,Nice; Nice Pont Michel; Nice Riquier; Nice Saint-Augustin
Nogent,nogent,4,Nogent - Le Perreux,87113746,48.378767795,2.38398542,Nogent - Le Perreux; Nogent-le-Rotrou; Nogent-sur-Seine; Nogent-sur-Vernisson
Besançon,besançon,3,Besançon Franche-Comté TGV,87300863,47.2649173528439,6.003036031687418,Besançon Franche-Comté TGV; Besançon Mouillère; Besançon Viotte
Châteauneuf,chateauneuf,3,Châteauneuf - Bujaleuf,87592105,46.07198879999999,1.3018284333333334,Châteauneuf - Bujaleuf; Châteauneuf-sur-Charente; Châteauneuf-sur-Cher
L'Isle,l'isle,3,L'Isle-Jourdain,87611806,45.55740256666667,4.2969268000000005,L'Isle-d'Abeau; L'Isle-Jourdain; L'Isle-sur-le-Doubs
La Roche,la roche,3,La Roche-Maurice,87474262,47.07125616666667,0.22105586666666657,La Roche-Maurice; La Roche-sur-Foron; La Roche-sur-Yon
Luc,luc,3,Luc,87734368,44.51971723333333,3.966886966666667,Luc; Luc-en-Diois; Luc-la-Primaube
Marseille,marseille,3,Marseille Saint-Charles,87751008,45.38990550333333,4.2472003,Marseille Blancarde; Marseille Saint-Charles; Marseille-en-Beauvaisis
Montigny,montigny,3,Montigny - Beauchamp,87276089,49.23523333333333,2.7081736666666667,Montigny - Beauchamp; Montigny-en-Ostrevent; Montigny-sur-Loing
Pagny,pagny,3,Pagny-le-Château,87713669,48.242664033333334,5.653245066666666,Pagny-le-Château; Pagny-sur-Meuse; Pagny-sur-Moselle
Vic,vic,3,Vic - Mireval,87773531,44.713852233333334,3.2127312999999997,Vic - Mireval; Vic-le-Comte; Vic-sur-Cère
Vitry,vitry,3,Vitry-en-Artois,87342113,49.282173066666665,3.323964433333334,Vitry-en-Artois; Vitry-le-François; Vitry-sur-Seine
Ailly,ailly,2,Ailly-sur-Noye,87313221,49.84143,2.28239,Ailly-sur-Noye; Ailly-sur-Somme
Aix-en-Provence,aix-en-provence,2,Aix-en-Provence TGV,87319012,43.4890745,5.3814395,Aix-en-Provence; Aix-en-Provence TGV
Angers,angers,2,Angers Saint-Laud,87484006,47.46586845,-0.544357,Angers Maître École; Angers Saint-Laud
Aubigny,aubigny,2,Aubigny-au-Bac,87345447,50.31075075,2.87575525,Aubigny-au-Bac; Aubigny-en-Artois
Aubin,aubin,2,Aubin,87613224,47.46094495,2.1049255000000002,Aubin; Aubin-Saint-Vaast
Azay,azay,2,Azay-le-Rideau,87571638,47.3158039,0.65376365,Azay-le-Rideau; Azay-sur-Cher
Bagnols,bagnols,2,Bagnols - Chadenet,87783647,44.345119249999996,4.127605,Bagnols - Chadenet; Bagnols-sur-Cèze
Bailleul,bailleul,2,Bailleul,87286179,50.53214285,2.78771545,Bailleul; Bailleul-Sir-Berthoult
Bar,bar,2,Bar-le-Duc,87175042,48.505923949999996,4.9367464000000005,Bar-le-Duc; Bar-sur-Aube
Belfort,belfort,2,Belfort - Montbéliard TGV,87300822,47.6096105,6.875821500000001,Belfort; Belfort - Montbéliard TGV
Blangy,blangy,2,Blangy-sur-Bresle,87313809,50.17863805,1.89903295,Blangy-sur-Bresle; Blangy-sur-Ternoise
Bois,bois,2,Bois-Colombes,87381079,48.6945235,2.4820830000000003,Bois-Colombes; Bois-le-Roi
Bretigny,bretigny,2,Bretigny - Norges,87712265,47.998363499999996,3.7064809,Bretigny - Norges; Brétigny-sur-Orge
Bruyères,bruyeres,2,Bruyères,87144154,48.6800524,4.5223637,Bruyères; Bruyères-sur-Oise
Calais,calais,2,Calais,87317263,50.927351,1.8308550000000001,Calais; Calais - Fréthun
Cesson,cesson,2,Cesson,87682161,48.33922,0.495845,Cesson; Cesson-Sévigné
Chantenay,chantenay,2,Chantenay,87481051,46.9627215,0.7888604,Chantenay; Chantenay-Saint-Imbert
Chaumont,chaumont,2,Chaumont,87142000,48.685575,3.50367,Chaumont; Chaumont-en-Vexin
Châtel,chatel,2,Châtel - Nomexy,87144071,47.92246275,5.0114262499999995,Châtel - Nomexy; Châtel-Censoir
Collonges,collonges,2,Collonges - Fontaines,87721225,46.52518175,5.0559807,Collonges - Fontaines; Collonges-lès-Premières
Conflans,conflans,2,Conflans - Jarny,87192666,49.081374749999995,3.9830076500000002,Conflans - Jarny; Conflans-Sainte-Honorine
Courcelles,courcelles,2,Courcelles-le-Comte,87342063,49.616407949999996,4.54951385,Courcelles-le-Comte; Courcelles-sur-Nied
Crouy,crouy,2,Crouy,87271874,49.247765150000006,3.2099974,Crouy; Crouy-sur-Ourcq
Crépy,crepy,2,Crépy - Couvron,87296152,49.42728755,3.20159295,Crépy - Couvron; Crépy-en-Valois
Dannemarie,dannemarie,2,Dannemarie,87182253,47.4157185,6.499370900000001,Dannemarie; Dannemarie - Velesmes
Dijon,dijon,2,Dijon,87713040,47.323088,5.04104,Dijon; Dijon Porte Neuve
Dommartin,dommartin,2,Dommartin - Lissieu,87721738,47.8197167,3.5635728,Dommartin - Lissieu; Dommartin - Remiencourt
Grenoble,grenoble,2,Grenoble,87747006,45.188185000000004,5.749662000000001,Grenoble; Grenoble Universités - Gières
Grésy,gresy,2,Grésy-sur-Aix,87746107,45.65947405,6.09051675,Grésy-sur-Aix; Grésy-sur-Isère
Ham,ham,2,Ham,87313494,50.16494505,2.7681482,Ham; Ham-en-Artois
Herrlisheim,herrlisheim,2,Herrlisheim,87212340,48.37227365,7.6154487500000005,Herrlisheim; Herrlisheim-près-Colmar
Igney,igney,2,Igney,87144089,48.45883255,6.602426250000001,Igney; Igney - Avricourt
Joigny,joigny,2,Joigny,87683243,48.90376185,4.08016045,Joigny; Joigny-sur-Meuse
Jouy,jouy,2,Jouy,87394155,48.6376312,1.8604633,Jouy; Jouy-en-Josas
La Chapelle,la chapelle,2,La Chapelle-Saint-Mesmin,87543371,47.572078149999996,1.0226502499999999,La Chapelle-Saint-Mesmin; La Chapelle-sur-Loire
La Mothe,la mothe,2,La Mothe-Achard,87486423,46.493812,-0.8947387,La Mothe-Achard; La Mothe-Saint-Héray
La Tour,la tour,2,La Tour-de-Salvagny,87721548,45.6800794,5.08329205,La Tour-de-Salvagny; La Tour-du-Pin
Lamothe,lamothe,2,Lamothe-Landerron,87582882,44.70829085,0.03335445,Lamothe-Landerron; Lamothe-Montravel
Laval,laval,2,Laval,87478404,46.5137089,0.58540215,Laval; Laval-de-Cère
Le Creusot,le creusot,2,Le Creusot - Montceau-les-Mines - Montchanin TGV,87694109,46.786579,4.4649766500000005,Le Creusot; Le Creusot - Montceau-les-Mines - Montchanin TGV
Le Mans,le mans,2,Le Mans,87396002,48.00528,0.18351456500000002,Le Mans; Le Mans Hôpital-Université
Le Pont,le pont,2,Le Pont-de-Beauvoisin,87741470,45.32489545,5.6903194500000005,Le Pont-de-Beauvoisin; Le Pont-de-Claix
Le Theil,le theil,2,Le Theil - La Rouge,87396333,48.0930192,-0.3687672,Le Theil - La Rouge; Le Theil-de-Bretagne
Liancourt,liancourt,2,Liancourt - Rantigny,87276212,49.272603200000006,2.1754315,Liancourt - Rantigny; Liancourt-Saint-Pierre
Limoges,limoges,2,Limoges Bénédictins,87592006,45.837250350000005,1.25938535,Limoges Bénédictins; Limoges Montjovis
Longueil,longueil,2,Longueil-Annel,87272195,49.4048909,2.7904811499999997,Longueil-Annel; Longueil-Sainte-Marie
Longueville,longueville,2,Longueville,87116137,49.1527294,2.1800827,Longueville; Longueville-sur-Scie
Lunel,lunel,2,Lunel,87773408,43.68028245,4.1124129,Lunel; Lunel-Viel
Mareil,mareil,2,Mareil-Marly,87382812;87733667,48.8872135,1.97529175,Mareil-Marly; Mareil-sur-Mauldre
Marsac,marsac,2,Marsac,87597625,45.64009445,1.1240866999999999,Marsac; Marsac-sur-L'isle
Massy,massy,2,Massy - Palaiseau,87393579,48.7303654,2.2656001000000003,Massy - Palaiseau; Massy - Verrières
Metz,metz,2,Metz,87192039,49.1231375,6.1722515,Metz; Metz Nord
Mont,mont,2,Mont-de-Marsan,87671016,46.2224218,2.9724922,Mont-de-Marsan; Mont-sur-Meurthe
Montfort,montfort,2,Montfort-le-Gesnois,87396291,48.089721850000004,-0.77135865,Montfort-le-Gesnois; Montfort-sur-Meu
Montpellier,montpellier,2,Montpellier Saint-Roch,87773002,43.5997625,3.9026484999999997,Montpellier Saint-Roch; Montpellier Sud de France
Nanteuil,nanteuil,2,Nanteuil - Saâcy,87116558,49.0582791,3.0073036,Nanteuil - Saâcy; Nanteuil-le-Haudouin
Noisy,noisy,2,Noisy-le-Roi,87393876;87733659,48.86890345,2.2605724,Noisy-le-Roi; Noisy-le-Sec
Notre,notre,2,Notre-Dame de Briançon,87741694,46.49944265,3.58790185,Notre-Dame de Briançon; Notre-Dame-d'Oé
Nîmes,nimes,2,Nîmes,87775007,43.8245505,4.4367625,Nîmes; Nîmes Pont du Gard
Pierre,pierre,2,Pierre-Buffière,87592253,45.7030999,3.0858863000000003,Pierre-Bénite; Pierre-Buffière
Pierrefitte,pierrefitte,2,Pierrefitte - Stains,87271163,48.96409,2.37213,Pierrefitte - Stains; Pierrefitte - Stains T11
Plaisir,plaisir,2,Plaisir - Grignon,87393421,48.8310537,1.9516755,Plaisir - Grignon; Plaisir - Les Clayes
Poix,poix,2,Poix-Terron,87172171,49.7139286,3.31315565,Poix-de-Picardie; Poix-Terron
Reims,reims,2,Reims,87171009,49.24633165,4.023463850000001,Reims; Reims Maison Blanche
Romilly,romilly,2,Romilly-la-Puthenaye,87387175,48.75917715,2.2918745499999997,Romilly-la-Puthenaye; Romilly-sur-Seine
Rosières,rosieres,2,Rosières-aux-Salines,87141127,49.214079999999996,4.5309335,Rosières-aux-Salines; Rosières-en-Santerre
Rosny,rosny,2,Rosny-sous-Bois,87113704,48.9341385,2.05784,Rosny-sous-Bois; Rosny-sur-Seine
Saint-Hilaire,saint-hilaire,2,Saint-Hilaire - Brizambourg,87491324,45.460705250000004,2.35456775,Saint-Hilaire - Brizambourg; Saint-Hilaire - Saint-Nazaire
Saint-Sulpice,saint-sulpice,2,Saint-Sulpice - Auteuil,87313684,47.130828300000005,0.86213915,Saint-Sulpice - Auteuil; Saint-Sulpice - Izon
Selles,selles,2,Selles-Saint-Denis,87576140,47.335040649999996,1.73420135,Selles-Saint-Denis; Selles-sur-Cher
Strasbourg,strasbourg,2,Strasbourg,87212027,48.574128349999995,7.71481475,Strasbourg; Strasbourg Roethig
Sévérac,severac,2,Sévérac,87476754,45.937258150000005,0.4921190500000001,Sévérac; Sévérac-d'Aveyron
Tarascon,tarascon,2,Tarascon,87765354,43.32543475,3.1285690500000003,Tarascon; Tarascon-sur-Ariège
Toulon,toulon,2,Toulon,87755009,43.126741821318355,5.951024052118161,Toulon; Toulon Sainte-Musse
Val,val,2,Val-de-Reuil,87415877,49.2266785,2.7231785,Val-de-Reuil; Val-de-Vesle
Varennes,varennes,2,Varennes-sur-Allier,87696351,46.764950850000005,2.5043502,Varennes-sur-Allier; Varennes-sur-Fouzon
Vendôme,vendome,2,Vendôme - Villiers-sur-Loir TGV,87571216,47.8120434,1.0445079,Vendôme; Vendôme - Villiers-sur-Loir TGV
Verneuil,verneuil,2,Verneuil-l'Étang,87116079,48.69358735,1.87709925,Verneuil-l'Étang; Verneuil-sur-Avre
Vieux,vieux,2,Vieux-Thann,87182550,47.803956,7.1260666,Vieux-Thann; Vieux-Thann Zone Industrielle
Viry,viry,2,Viry-Châtillon,87681312,49.15181565,2.8183760500000004,Viry-Châtillon; Viry-Noureuil
Abancourt,abancourt,1,Abancourt,87313759,49.6852237,1.7743058,Abancourt
Abbaretz,abbaretz,1,Abbaretz,87481614,47.5546432,-1.5244159,Abbaretz
Abbeville,abbeville,1,Abbeville,87317362,50.10221,1.82449,Abbeville
Ablon,ablon,1,Ablon-sur-Seine,87545269,48.725468,2.419151,Ablon-sur-Seine
Achiet,achiet,1,Achiet-le-Grand,87342048,50.1317525,2.780168,Achiet-le-Grand
Achères Grand Cormier,acheres grand cormier,1,Achères Grand Cormier,87386052,48.9551835,2.0919031,Achères Grand Cormier
Achères Ville,acheres ville,1,Achères Ville,87381657,48.97011,2.07739,Achères Ville
Agay,agay,1,Agay,87757559,43.4313701,6.8564997,Agay
Agde,agde,1,Agde,87781278,43.31728,3.466203,Agde
Agen,agen,1,Agen,87586008,44.208311,0.620932,Agen
Agonac,agonac,1,Agonac,87595157,45.2865966,0.7486706,Agonac
Aguilcourt,aguilcourt,1,Aguilcourt - Variscourt,87171702,49.408017,3.973137,Aguilcourt - Variscourt
Aigrefeuille le Thou,aigrefeuille le thou,1,Aigrefeuille le Thou,87485193,46.09402,-0.95168,Aigrefeuille le Thou
Aiguebelette,aiguebelette,1,Aiguebelette-le-Lac,87741421,45.5363048,5.8131468,Aiguebelette-le-Lac
Aiguebelle,aiguebelle,1,Aiguebelle,87741256,45.5437225,6.3067175,Aiguebelle
Aigueperse,aigueperse,1,Aigueperse,87734129,46.0147884,3.1982621,Aigueperse
Aigues,aigues,1,Aigues-Mortes,87775858,43.5709008,4.1912102,Aigues-Mortes
Aiguillon,aiguillon,1,Aiguillon,87586693,44.2987224,0.3352388,Aiguillon
Aillevillers,aillevillers,1,Aillevillers,87185629,47.9138876,6.3372988,Aillevillers
Aimargues,aimargues,1,Aimargues,87775833,43.6786107,4.2082933,Aimargues
Aime,aime,1,Aime - La Plagne,87741769,45.5544,6.648646,Aime - La Plagne
Aiserey,aiserey,1,Aiserey,87713636,47.170501,5.1582447,Aiserey
Aix,aix,1,Aix-les-Bains le Revard,87741132,45.688161,5.909371,Aix-les-Bains le Revard
Aixe,aixe,1,Aixe-sur-Vienne,87592667,45.7965002,1.1456892,Aixe-sur-Vienne
Alaï,alai,1,Alaï,87722744,45.7521198,4.7717824,Alaï
Albens,albens,1,Albens,87746115,45.785946,5.9483418,Albens
Albert,albert,1,Albert,87313072,50.00546,2.64453,Albert
Albertville,albertville,1,Albertville,87741645,45.672977,6.383167,Albertville
Albi,albi,1,Albi,87615005,43.92238,2.137958,Albi
Albi Madeleine,albi madeleine,1,Albi Madeleine,87615195,43.938011,2.1409629,Albi Madeleine
Albias,albias,1,Albias,87613398,44.0919078,1.4448012,Albias
Albigny,albigny,1,Albigny - Neuville,87721266,45.874921,4.832874,Albigny - Neuville
Alençon,alençon,1,Alençon,87444711,48.433884,0.098531,Alençon
Allassac,allassac,1,Allassac,87594234,45.2589385,1.4731471,Allassac
Allenc,allenc,1,Allenc,87783654,44.541296,3.6638926,Allenc
Alleyras,alleyras,1,Alleyras,87731885,44.919217,3.673517,Alleyras
Allée Royale,allee royale,1,Allée Royale,87710913,48.81431,2.07827,Allée Royale
Allée de la Tour Rendez,allee de la tour rendez,1,Allée de la Tour Rendez-Vous,87113878,48.897109,2.506475,Allée de la Tour Rendez-Vous
Altkirch,altkirch,1,Altkirch,87182238,47.6270174,7.2392493,Altkirch
Alès,ales,1,Alès,87775288,44.127825,4.084948,Alès
Amagne,amagne,1,Amagne - Lucquy,87172262,49.5238187,4.4738775,Amagne - Lucquy
Ambazac,ambazac,1,Ambazac,87592311,45.9529056,1.406501,Ambazac
Amboise,amboise,1,Amboise,87574343,47.42148,0.981299,Amboise
Ambronay,ambronay,1,Ambronay - Priay,87743146,46.0115941,5.3382579,Ambronay - Priay
Ambérieu,amberieu,1,Ambérieu-en-Bugey,87743716,45.954008,5.342388,Ambérieu-en-Bugey
Amiens,amiens,1,Amiens,87313874,49.890746,2.312592,Amiens
Amifontaine,amifontaine,1,Amifontaine,87171744,49.4847322,3.9105811,Amifontaine
Amilly Ouerray,amilly ouerray,1,Amilly Ouerray,87394205,48.4381825,1.3892882,Amilly Ouerray
Amplepuis,amplepuis,1,Amplepuis,87721035,45.970982,4.326844,Amplepuis
Ancenis,ancenis,1,Ancenis,87481192,47.369334,-1.177763,Ancenis
Anchamps,anchamps,1,Anchamps,87172858,49.9307448,4.6702434,Anchamps
Anché,anche,1,Anché - Voulon,87575332,46.3496187,0.2503424,Anché - Voulon
Ancy,ancy,1,Ancy-sur-Moselle,87192419,49.0575093,6.0627661,Ancy-sur-Moselle
Andelot,andelot,1,Andelot-en-Montagne,87715102,46.8594671,5.923584,Andelot-en-Montagne
Andorre,andorre,1,Andorre – l’Hospitalet,87611517,42.5894535,1.8002635,Andorre – l’Hospitalet
Andrésy,andresy,1,Andrésy,87381491,48.9747,2.04928,Andrésy
Andrézieux,andrezieux,1,Andrézieux-Bouthéon,87726406,45.5217037,4.254834,Andrézieux-Bouthéon
Angerville,angerville,1,Angerville,87543090,48.3112062,2.0034931,Angerville
Angoulins sur Mer,angoulins sur mer,1,Angoulins sur Mer,87485102,46.108057,-1.1154503,Angoulins sur Mer
Angoulême,angouleme,1,Angoulême,87583005,45.653572,0.164608,Angoulême
Anizy,anizy,1,Anizy - Pinon,87296566,49.4960073,3.4487637,Anizy - Pinon
Annappes,annappes,1,Annappes,87286856,50.6227708,3.1475351,Annappes
Annecy,annecy,1,Annecy,87746008,45.901965,6.121835,Annecy
Annemasse,annemasse,1,Annemasse,87745497,46.199222,6.23652,Annemasse
Anor,anor,1,Anor,87295055,49.984892,4.0929803,Anor
Anse Halte,anse halte,1,Anse Halte,87721324,45.93929,4.71987,Anse Halte
Anthéor Cap Roux,antheor cap roux,1,Anthéor Cap Roux,87757567,43.4349641,6.8921036,Anthéor Cap Roux
Antibes,antibes,1,Antibes,87757674,43.585784,7.119498,Antibes
Anvin,anvin,1,Anvin,87317255,50.446845,2.25494,Anvin
Apach,apach,1,Apach,87191643,49.458836,6.371972,Apach
Appilly,appilly,1,Appilly,87296459,49.5808826,3.1221903,Appilly
Arbanats,arbanats,1,Arbanats,87582726,44.6743555,-0.3954517,Arbanats
Arbois,arbois,1,Arbois,87718155,46.912509,5.7648273,Arbois
Arc,arc,1,Arc-et-Senans,87718841,47.0303516,5.7767843,Arc-et-Senans
Arcachon,arcachon,1,Arcachon,87582668,44.659009,-1.16523,Arcachon
Arches,arches,1,Arches,87144410,48.1198133,6.5283085,Arches
Arcy,arcy,1,Arcy-sur-Cure,87683680,47.6008461,3.7668885,Arcy-sur-Cure
Arenc Euroméditerranée,arenc euromediterranee,1,Arenc Euroméditerranée,87580340,43.3132339,5.3676221,Arenc Euroméditerranée
Arengosse,arengosse,1,Arengosse,87671479,44.0069764,-0.8093835,Arengosse
Argelès,argeles,1,Argelès-sur-Mer,87784231,42.54397,3.022349,Argelès-sur-Mer
Argentan,argentan,1,Argentan,87444539,48.738545,-0.025291,Argentan
Argenteuil,argenteuil,1,Argenteuil,87381848,48.94686,2.25727,Argenteuil
Argentière,argentiere,1,Argentière,87746859,45.9819438,6.9264844,Argentière
Argenton,argenton,1,Argenton-sur-Creuse,87597120,46.592248,1.518305,Argenton-sur-Creuse
