uic_code,station_name,station_name_normalized,city_name,city_name_normalized,latitude,longitude,segment_drg
87009696,La Douzillère,la douzillere,La,la,47.338792,0.652962,
87024380,Le Puy-en-Velay Lafayette,le puy-en-velay lafayette,Le Puy-en-Velay Lafayette,le puy-en-velay lafayette,45.043962,3.879959,
87107409,Vignory Centre,vignory centre,Vignory,vignory,48.278352,5.101419,
87107417,Chaumont Hôpital,chaumont hopital,Chaumont,chaumont,48.119882,5.139408,
87107425,Bologne Salle des Fêtes,bologne salle des fetes,Bologne,bologne,48.199737,5.141416,
87107433,Soncourt,soncourt,Soncourt,soncourt,48.252239,5.116971,
87107458,Gudmont-Centre,gudmont-centre,Gudmont-Centre,gudmont-centre,48.342516,5.136969,
87107466,Eurville Mairie,eurville mairie,Eurville,eurville,48.585297,5.03725,
87107474,Saint-Dizier Godard-Jeanson,saint-dizier godard-jeanson,Saint-Dizier Godard-Jeanson,saint-dizier godard-jeanson,48.631407,4.950304,
87107482,Chatonrupt,chatonrupt,Chatonrupt,chatonrupt,48.488599,5.12729,
87107490,Fronville Lotissement,fronville lotissement,Fronville,fronville,48.404662,5.154708,
87107508,Marnaval Église,marnaval eglise,Marnaval,marnaval,48.62535,4.990121,
87108829,Sedan Place Calonne,sedan place calonne,Sedan,sedan,49.699747,4.944245,
87109306,Lille Centre Hospitalier Régional,lille centre hospitalier regional,Lille,lille,50.614297,3.034278,
87110346,Ervy-le-Châtel Halles,ervy-le-chatel halles,Ervy-le-Châtel Halles,ervy-le-chatel halles,48.041674,3.910929,
87110361,Villeneuve-au-Chemin,villeneuve-au-chemin,Villeneuve-au-Chemin,villeneuve-au-chemin,48.089901,3.851317,
87110379,Fays-la-Chapelle,fays-la-chapelle,Fays-la-Chapelle,fays-la-chapelle,48.129696,4.018933,
87111849,Marne-la-Vallée Chessy,marne-la-vallee chessy,Marne-la-Vallée Chessy,marne-la-vallee chessy,48.869898,2.782626,
87111864,Balsièges Bourg,balsieges bourg,Balsièges,balsieges,44.482212,3.456598,
87112326,Carignan Rue de la Paix,carignan rue de la paix,Carignan,carignan,49.635544,5.160862,
87112334,Wé,we,Wé,we,49.641872,5.152617,
87112342,Fromy,fromy,Fromy,fromy,49.596406,5.249472,
87112714,Margut Place Trouslard,margut place trouslard,Margut,margut,49.585292,5.265305,
87112771,Saint-Hilaire-sous-Romilly,saint-hilaire-sous-romilly,Saint-Hilaire-sous-Romilly,saint-hilaire-sous-romilly,48.515721,3.656165,
87113001,Paris Est,paris est,Paris,paris,48.876742,2.358424,
87116012,Gretz-Armainvilliers,gretz-armainvilliers,Gretz-Armainvilliers,gretz-armainvilliers,48.74544,2.728824,
87116137,Longueville,longueville,Longueville,longueville,48.513703,3.249822,
87116517,La Ferté-sous-Jouarre,la ferte-sous-jouarre,La Ferté-sous-Jouarre,la ferte-sous-jouarre,48.95078,3.125466,
87116582,Château-Thierry,chateau-thierry,Château-Thierry,chateau-thierry,49.03814,3.409302,
87117119,Auxon Église,auxon eglise,Auxon,auxon,48.103036,3.918348,
87117440,Martigny-Les-Gerbonvaux Centre,martigny-les-gerbonvaux centre,Martigny-Les-Gerbonvaux,martigny-les-gerbonvaux,48.444816,5.792737,
87117457,Autreville Centre,autreville centre,Autreville,autreville,48.484054,5.849088,
87117465,Allamps E.S.A.T,allamps esat,Allamps,allamps,48.542768,5.796812,
87117499,Hestroff Eglise,hestroff eglise,Hestroff,hestroff,49.262268,6.433667,
87117507,Vaudreching Bernanos,vaudreching bernanos,Vaudreching,vaudreching,49.285029,6.524449,
87117515,Alzing Rue de Brettnach,alzing rue de brettnach,Alzing,alzing,49.278966,6.552207,
87117523,Hargarten-aux-Mines Rue Principale,hargarten-aux-mines rue principale,Hargarten-aux-Mines Rue Principale,hargarten-aux-mines rue principale,49.225295,6.609196,
87117598,Montigny-sur-Chiers Eglise,montigny-sur-chiers eglise,Montigny-sur-Chiers Eglise,montigny-sur-chiers eglise,49.478758,5.669597,
87117606,Lexy Carrefour,lexy carrefour,Lexy,lexy,49.498998,5.727192,
87117689,Hertzing Centre,hertzing centre,Hertzing,hertzing,48.686449,6.950784,
87117697,Bébing Route Nationale,bebing route nationale,Bébing,bebing,48.711668,6.998459,
87117903,Bouilly Mairie,bouilly mairie,Bouilly,bouilly,48.19363,3.998637,
87117911,Chamoy-Carrefour D1/D23,chamoy-carrefour d1d23,Chamoy-Carrefour D1/D23,chamoy-carrefour d1d23,48.11715,3.972907,
87117929,Jeugny Église,jeugny eglise,Jeugny,jeugny,48.130244,4.036081,
87117937,Montigny-les-Monts Mairie,montigny-les-monts mairie,Montigny-les-Monts Mairie,montigny-les-monts mairie,48.103657,3.945731,
87117952,Saint-Jean-de-Bonneval Église,saint-jean-de-bonneval eglise,Saint-Jean-de-Bonneval Église,saint-jean-de-bonneval eglise,48.171745,4.049009,
87117960,Saint-Phal Monument aux Morts,saint-phal monument aux morts,Saint-Phal Monument aux Morts,saint-phal monument aux morts,48.120633,3.996513,
87117978,Villery,villery,Villery,villery,48.171506,4.018561,
87117986,Neuvy-Sautour Route Nationale,neuvy-sautour route nationale,Neuvy-Sautour Route Nationale,neuvy-sautour route nationale,48.042857,3.792901,
87117994,Brienon-sur-Armançon Mairie,brienon-sur-armancon mairie,Brienon-sur-Armançon Mairie,brienon-sur-armancon mairie,47.992025,3.617066,
87118000,Troyes,troyes,Troyes,troyes,48.296069,4.065281,
87118067,Saint-Lyé Eglise,saint-lye eglise,Saint-Lyé Eglise,saint-lye eglise,48.360726,4.004903,
87118075,Payns Mairie,payns mairie,Payns,payns,48.382113,3.977727,
87118083,Savières  Impasse St-Phal,savieres impasse st-phal,Savières  Impasse St-Phal,savieres impasse st-phal,48.41234,3.947353,
87118091,Saint-Mesmin Gare SNCF,saint-mesmin gare sncf,Saint-Mesmin Gare SNCF,saint-mesmin gare sncf,48.438503,3.923669,
87118117,Vallant-Saint-Georges Mairie,vallant-saint-georges mairie,Vallant-Saint-Georges Mairie,vallant-saint-georges mairie,48.469237,3.90388,
87118133,Châtres Salle Polyvalente,chatres salle polyvalente,Châtres,chatres,48.501415,3.853637,
87118141,Maizières-la-Grande-Paroisse Eglise,maizieres-la-grande-paroisse eglise,Maizières-la-Grande-Paroisse Eglise,maizieres-la-grande-paroisse eglise,48.511494,3.786759,
87118158,Romilly-sur-Seine,romilly-sur-seine,Romilly-sur-Seine,romilly-sur-seine,48.514433,3.728887,
87118182,Marnay-sur-Seine,marnay-sur-seine,Marnay-sur-Seine,marnay-sur-seine,48.51271,3.557703,
87118190,Nogent-sur-Seine,nogent-sur-seine,Nogent-sur-Seine,nogent-sur-seine,48.497855,3.493773,
87118257,Vendeuvre,vendeuvre,Vendeuvre,vendeuvre,48.240069,4.467214,
87118299,Bar-sur-Aube,bar-sur-aube,Bar-sur-Aube,bar-sur-aube,48.238559,4.706872,
87118414,Ervy-le-Châtel Gare,ervy-le-chatel gare,Ervy-le-Châtel Gare,ervy-le-chatel gare,48.045045,3.921239,
87130823,Les Cabannes Centre,les cabannes centre,Les,les,42.78486,1.688377,
87130831,Pamiers Centre,pamiers centre,Pamiers,pamiers,43.116033,1.610822,
87130849,Merens-Les-Vals,merens-les-vals,Merens-Les-Vals,merens-les-vals,42.656137,1.836447,
87130880,Le Vernet,le vernet,Le,le,43.184272,1.609749,
87130898,Varilhes Centre,varilhes centre,Varilhes,varilhes,43.044978,1.627614,
87131961,Brion - Montréal-la-Cluse Gare,brion - montreal-la-cluse gare,Brion - Montréal-la-Cluse Gare,brion - montreal-la-cluse gare,46.175774,5.558513,
87134387,Auch Le Seilhan,auch le seilhan,Auch,auch,43.657504,0.59747,
87137158,Tarascon-sur-Ariège Espace Francois Mitterrand,tarascon-sur-ariege espace francois mitterrand,Tarascon-sur-Ariège Espace Francois Mitterrand,tarascon-sur-ariege espace francois mitterrand,42.846536,1.604316,
87138321,Gaillac-d'Aveyron Bourg,gaillac-daveyron bourg,Gaillac-d'Aveyron Bourg,gaillac-daveyron bourg,44.353629,2.92864,
87138339,Severac d'Aveyron Lapanouse,severac daveyron lapanouse,Severac,severac,44.335329,3.031685,
87138362,Onet-le-Château la Roquette,onet-le-chateau la roquette,Onet-le-Château la Roquette,onet-le-chateau la roquette,44.37137,2.632416,
87138370,Loubiere Canabols,loubiere canabols,Loubiere,loubiere,44.378548,2.654099,
87138438,Gaillac-D-Aveyron Lugans,gaillac-d-aveyron lugans,Gaillac-D-Aveyron Lugans,gaillac-d-aveyron lugans,44.364357,2.887366,
87139089,Albias,albias,Albias,albias,44.090527,1.44713,
87139501,Troyes Gare Routière,troyes gare routiere,Troyes,troyes,48.297284,4.064276,
87139527,Barberey-Saint-Sulpice Centre Commercial,barberey-saint-sulpice centre commercial,Barberey-Saint-Sulpice Centre Commercial,barberey-saint-sulpice centre commercial,48.334086,4.023592,
87139535,Barberey-Saint-Sulpice Route d,barberey-saint-sulpice route d,Barberey-Saint-Sulpice Route d,barberey-saint-sulpice route d,48.338838,4.030786,
87139550,Mesgrigny Mairie,mesgrigny mairie,Mesgrigny,mesgrigny,48.486377,3.883707,
87139568,Méry-sur-Seine Hôtel de Ville,mery-sur-seine hotel de ville,Méry-sur-Seine Hôtel de Ville,mery-sur-seine hotel de ville,48.508626,3.88909,
87139584,Maizières-la-Grande-Paroisse Tabac,maizieres-la-grande-paroisse tabac,Maizières-la-Grande-Paroisse Tabac,maizieres-la-grande-paroisse tabac,48.501306,3.780686,
87139659,Troyes Chambre de Commerce,troyes chambre de commerce,Troyes,troyes,48.29088,4.071271,
87139667,Troyes Lombards,troyes lombards,Troyes,troyes,48.278074,4.065859,
87139865,Lirey la Chapelle,lirey la chapelle,Lirey,lirey,48.156896,4.050103,
87139873,Machy,machy,Machy,machy,48.140015,4.044197,
87139907,Coursan-en-Othe RN,coursan-en-othe rn,Coursan-en-Othe RN,coursan-en-othe rn,48.079728,3.830522,
87141002,Nancy,nancy,Nancy,nancy,48.689857,6.174579,
87141010,Jarville-la-Malgrange,jarville-la-malgrange,Jarville-la-Malgrange,jarville-la-malgrange,48.669712,6.202401,
87141036,Foug,foug,Foug,foug,48.679264,5.791265,
87141044,Toul,toul,Toul,toul,48.679011,5.880499,
87141051,Fontenoy-sur-Moselle,fontenoy-sur-moselle,Fontenoy-sur-Moselle,fontenoy-sur-moselle,48.711419,5.980173,
87141069,Liverdun,liverdun,Liverdun,liverdun,48.749387,6.061669,
87141077,Frouard,frouard,Frouard,frouard,48.755428,6.143927,
87141085,Champigneulles,champigneulles,Champigneulles,champigneulles,48.735025,6.168952,
87141093,Laneuveville-devant-Nancy,laneuveville-devant-nancy,Laneuveville-devant-Nancy,laneuveville-devant-nancy,48.65568,6.227977,
87141101,Varangéville - Saint-Nicolas,varangeville - saint-nicolas,Varangéville -,varangeville -,48.635215,6.313142,
87141119,Dombasle-sur-Meurthe,dombasle-sur-meurthe,Dombasle-sur-Meurthe,dombasle-sur-meurthe,48.623332,6.343566,
87141127,Rosières-aux-Salines,rosieres-aux-salines,Rosières-aux-Salines,rosieres-aux-salines,48.605441,6.350631,
87141135,Blainville - Damelevières,blainville - damelevieres,Blainville - Damelevières,blainville - damelevieres,48.564799,6.386948,
87141143,Mont-sur-Meurthe,mont-sur-meurthe,Mont-sur-Meurthe,mont-sur-meurthe,48.559964,6.449774,
87141150,Lunéville,luneville,Lunéville,luneville,48.58799,6.496997,
87141200,Einvaux,einvaux,Einvaux,einvaux,48.503597,6.393244,
87141218,Bayon,bayon,Bayon,bayon,48.468045,6.32286,
87141259,Soulosse Route Nationale,soulosse route nationale,Soulosse,soulosse,48.401785,5.731773,
87141291,Neufchâteau,neufchateau,Neufchâteau,neufchateau,48.358092,5.691036,
87141374,Saint-Clément - Laronxe,saint-clement - laronxe,Saint-Clément - Laronxe,saint-clement - laronxe,48.531216,6.608166,
87141382,Chenevières,chenevieres,Chenevières,chenevieres,48.519404,6.63247,
87141390,Ménil - Flin,menil - flin,Ménil - Flin,menil - flin,48.505022,6.659217,
87141408,Azerailles,azerailles,Azerailles,azerailles,48.491252,6.696164,
87141416,Baccarat,baccarat,Baccarat,baccarat,48.452092,6.743921,
87141424,Bertrichamps,bertrichamps,Bertrichamps,bertrichamps,48.428401,6.791125,
87141432,Thiaville,thiaville,Thiaville,thiaville,48.413914,6.810241,
87141473,Houdemont,houdemont,Houdemont,houdemont,48.645525,6.179726,
87141481,Ludres,ludres,Ludres,ludres,48.62188,6.170647,
87141499,Messein,messein,Messein,messein,48.612879,6.137836,
87141507,Neuves-Maisons,neuves-maisons,Neuves-Maisons,neuves-maisons,48.614832,6.107932,
87141523,Pont-Saint-Vincent,pont-saint-vincent,Pont-Saint-Vincent,pont-saint-vincent,48.602974,6.10224,
87141721,Blénod-lès-Toul Les Naux,blenod-les-toul les naux,Blénod-lès-Toul Les Naux,blenod-les-toul les naux,48.59948,5.843568,
87141739,Bulligny Centre,bulligny centre,Bulligny,bulligny,48.576446,5.85136,
87141754,Barisey-la-Côte Gare,barisey-la-cote gare,Barisey-la-Côte Gare,barisey-la-cote gare,48.535008,5.83992,
87141788,Pompey,pompey,Pompey,pompey,48.77304,6.13061,
87141796,Marbache,marbache,Marbache,marbache,48.801156,6.108779,
87141804,Belleville,belleville,Belleville,belleville,48.819245,6.101779,
87141812,Dieulouard,dieulouard,Dieulouard,dieulouard,48.843826,6.071505,
87141820,Pont-à-Mousson,pont-a-mousson,Pont-à-Mousson,pont-a-mousson,48.900348,6.051021,
87142000,Chaumont,chaumont,Chaumont,chaumont,48.10976,5.1346,
87142091,Langres,langres,Langres,langres,47.876947,5.344406,
87142109,Lorraine TGV,lorraine tgv,Lorraine,lorraine,48.947713,6.169778,
87142125,Culmont - Chalindrey,culmont - chalindrey,Culmont - Chalindrey,culmont - chalindrey,47.810202,5.443219,
87142224,Bologne,bologne,Bologne,bologne,48.198677,5.134467,
87142232,Vignory,vignory,Vignory,vignory,48.270681,5.124249,
87142240,Froncles,froncles,Froncles,froncles,48.296415,5.141939,
87142273,Donjeux,donjeux,Donjeux,donjeux,48.365945,5.148439,
87143024,Vraincourt,vraincourt,Vraincourt,vraincourt,48.23994,5.126267,
87144006,Épinal,epinal,Épinal,epinal,48.178005,6.441787,
87144014,Saint-Dié-des-Vosges,saint-die-des-vosges,Saint-Dié-des-Vosges,saint-die-des-vosges,48.282043,6.948516,
87144030,Docelles-Cheniménil Gare,docelles-chenimenil gare,Docelles-Cheniménil Gare,docelles-chenimenil gare,48.143572,6.610964,
87144055,Charmes,charmes,Charmes,charmes,48.377967,6.301475,
87144063,Vincey,vincey,Vincey,vincey,48.343424,6.335801,
87144071,Châtel - Nomexy,chatel - nomexy,Châtel - Nomexy,chatel - nomexy,48.307114,6.388008,
87144089,Igney,igney,Igney,igney,48.270747,6.39969,
87144097,Thaon,thaon,Thaon,thaon,48.244686,6.416337,
87144121,Xertigny,xertigny,Xertigny,xertigny,48.053024,6.376815,
87144147,Bains-les-Bains,bains-les-bains,Bains-les-Bains,bains-les-bains,47.981216,6.295263,
87144154,Bruyères,bruyeres,Bruyères,bruyeres,48.205021,6.718908,
87144212,Mirecourt,mirecourt,Mirecourt,mirecourt,48.299249,6.129964,
87144279,Vittel,vittel,Vittel,vittel,48.202426,5.942295,
87144287,Contrexéville,contrexeville,Contrexéville,contrexeville,48.179613,5.890633,
87144295,Martigny-les-Bains Gare,martigny-les-bains gare,Martigny-les-Bains Gare,martigny-les-bains gare,48.108552,5.825703,
87144303,Lamarche,lamarche,Lamarche,lamarche,48.09013,5.760439,
87144311,Rozières-sur-Mouzon,rozieres-sur-mouzon,Rozières-sur-Mouzon,rozieres-sur-mouzon,48.120926,5.705391,
87144345,Provenchères-sur-Fave,provencheres-sur-fave,Provenchères-sur-Fave,provencheres-sur-fave,48.304629,7.08549,
87144410,Arches,arches,Arches,arches,48.118896,6.528105,
87144428,Pouxeux,pouxeux,Pouxeux,pouxeux,48.108806,6.569532,
87144436,Éloyes,eloyes,Éloyes,eloyes,48.087196,6.600101,
87144451,Remiremont,remiremont,Remiremont,remiremont,48.016342,6.598879,
87144626,Raon-l'Étape,raon-letape,Raon-l'Étape,raon-letape,48.403947,6.837042,
87144642,Étival-Clairefontaine,etival-clairefontaine,Étival-Clairefontaine,etival-clairefontaine,48.367171,6.877124,
87144683,Saint-Michel-sur-Meurthe,saint-michel-sur-meurthe,Saint-Michel-sur-Meurthe,saint-michel-sur-meurthe,48.326984,6.888278,
87146217,Saint-Nabord,saint-nabord,Saint-Nabord,saint-nabord,48.045742,6.581572,
87146472,Montrozier Gages Pont,montrozier gages pont,Montrozier,montrozier,44.393434,2.705914,
87147322,Meuse TGV,meuse tgv,Meuse,meuse,48.978583,5.271024,
87152413,Maussac Place de la Poste,maussac place de la poste,Maussac,maussac,45.471329,2.140202,
87158006,Gouzon Champ de Foire,gouzon champ de foire,Gouzon,gouzon,46.191202,2.239953,
87159947,Ker Lann,ker lann,Ker,ker,48.042986,-1.739831,
87165852,Montastruc-la-Conseillère RN 88,montastruc-la-conseillere rn 88,Montastruc-la-Conseillère RN 88,montastruc-la-conseillere rn 88,43.722992,1.586781,
87171009,Reims,reims,Reims,reims,49.259602,4.02392,
87171272,Reims Maison Blanche,reims maison blanche,Reims,reims,49.233406,4.022648,
87171298,Muizon,muizon,Muizon,muizon,49.278101,3.891529,
87171314,Jonchery-sur-Vesle,jonchery-sur-vesle,Jonchery-sur-Vesle,jonchery-sur-vesle,49.290057,3.819422,
87171322,Breuil - Romain,breuil - romain,Breuil - Romain,breuil - romain,49.308414,3.766532,
87171330,Fismes,fismes,Fismes,fismes,49.310722,3.682126,
87171462,Bazancourt,bazancourt,Bazancourt,bazancourt,49.361095,4.174135,
87171512,Dormans,dormans,Dormans,dormans,49.07908,3.641835,
87171553,Épernay,epernay,Épernay,epernay,49.046289,3.959798,
87171561,Ay-Champagne,ay-champagne,Ay-Champagne,ay-champagne,49.048797,4.00169,
87171579,Avenay,avenay,Avenay,avenay,49.064783,4.043689,
87171587,Germaine,germaine,Germaine,germaine,49.127763,4.022898,
87171595,Rilly-la-Montagne,rilly-la-montagne,Rilly-la-Montagne,rilly-la-montagne,49.166504,4.040812,
87171611,Val-de-Vesle,val-de-vesle,Val-de-Vesle,val-de-vesle,49.17792,4.22221,
87171629,Prunay,prunay,Prunay,prunay,49.198839,4.183629,
87171645,Sept-Saulx,sept-saulx,Sept-Saulx,sept-saulx,49.151133,4.256974,
87171702,Aguilcourt - Variscourt,aguilcourt - variscourt,Aguilcourt - Variscourt,aguilcourt - variscourt,49.407994,3.973095,
87171710,Courcy - Brimont,courcy - brimont,Courcy - Brimont,courcy - brimont,49.3296,4.013462,
87171728,Loivre,loivre,Loivre,loivre,49.346676,3.990625,
87171736,Guignicourt,guignicourt,Guignicourt,guignicourt,49.434862,3.961334,
87171744,Amifontaine,amifontaine,Amifontaine,amifontaine,49.484738,3.910666,
87171751,Saint-Erme,saint-erme,Saint-Erme,saint-erme,49.526949,3.857591,
87171769,Coucy-lès-Eppes,coucy-les-eppes,Coucy-lès-Eppes,coucy-les-eppes,49.556266,3.774726,
87171926,Champagne-Ardenne TGV,champagne-ardenne tgv,Champagne-Ardenne,champagne-ardenne,49.214769,3.994523,
87172007,Charleville-Mézières,charleville-mezieres,Charleville-Mézières,charleville-mezieres,49.76763,4.724344,
87172023,Nouzonville,nouzonville,Nouzonville,nouzonville,49.812013,4.742816,
87172031,Joigny-sur-Meuse,joigny-sur-meuse,Joigny-sur-Meuse,joigny-sur-meuse,49.833681,4.767239,
87172049,Bogny-sur-Meuse,bogny-sur-meuse,Bogny-sur-Meuse,bogny-sur-meuse,49.858312,4.763232,
87172056,Monthermé,montherme,Monthermé,montherme,49.865621,4.74053,
87172064,Deville,deville,Deville,deville,49.879575,4.707113,
87172072,Laifour,laifour,Laifour,laifour,49.911256,4.692348,
87172080,Revin,revin,Revin,revin,49.938756,4.642536,
87172098,Fumay,fumay,Fumay,fumay,49.986048,4.6926,
87172106,Haybes,haybes,Haybes,haybes,50.011689,4.704538,
87172114,Vireux-Molhain,vireux-molhain,Vireux-Molhain,vireux-molhain,50.082797,4.723391,
87172122,Aubrives,aubrives,Aubrives,aubrives,50.104041,4.761433,
87172130,Givet,givet,Givet,givet,50.140283,4.818068,
87172155,Mohon,mohon,Mohon,mohon,49.752755,4.733691,
87172171,Poix-Terron,poix-terron,Poix-Terron,poix-terron,49.649987,4.636418,
87172189,Lumes,lumes,Lumes,lumes,49.732797,4.783357,
87172213,Nouvion-sur-Meuse,nouvion-sur-meuse,Nouvion-sur-Meuse,nouvion-sur-meuse,49.697314,4.794973,
87172221,Vrigne-Meuse,vrigne-meuse,Vrigne-Meuse,vrigne-meuse,49.700966,4.843561,
87172239,Donchery,donchery,Donchery,donchery,49.698154,4.874722,
87172254,Sedan,sedan,Sedan,sedan,49.695024,4.930373,
87172262,Amagne - Lucquy,amagne - lucquy,Amagne - Lucquy,amagne - lucquy,49.52377,4.473898,
87172270,Rethel,rethel,Rethel,rethel,49.504393,4.369566,
87172304,Noyers-Pont-Maugis,noyers-pont-maugis,Noyers-Pont-Maugis,noyers-pont-maugis,49.669712,4.955197,
87172312,Bazeilles,bazeilles,Bazeilles,bazeilles,49.675894,4.981865,
87172320,Douzy,douzy,Douzy,douzy,49.671685,5.036698,
87172338,Pouru-Saint-Remy,pouru-saint-remy,Pouru-Saint-Remy,pouru-saint-remy,49.675863,5.082955,
87172346,Sachy,sachy,Sachy,sachy,49.669064,5.130877,
87172353,Carignan,carignan,Carignan,carignan,49.628671,5.168517,
87172387,Blagny,blagny,Blagny,blagny,49.62256,5.184723,
87172395,Linay,linay,Linay,linay,49.614055,5.223838,
87172411,Margut - Fromy,margut - fromy,Margut - Fromy,margut - fromy,49.590956,5.257797,
87172700,Remilly-Aillicourt,remilly-aillicourt,Remilly-Aillicourt,remilly-aillicourt,49.657718,4.984295,
87172858,Anchamps,anchamps,Anchamps,anchamps,49.930745,4.670243,
87172874,Fépin,fepin,Fépin,fepin,50.023464,4.726616,
87173302,Wadelincourt,wadelincourt,Wadelincourt,wadelincourt,49.684989,4.940896,
87173401,La Ferté-sur-Chiers,la ferte-sur-chiers,La Ferté-sur-Chiers,la ferte-sur-chiers,49.574639,5.242653,
87174003,Châlons-en-Champagne,chalons-en-champagne,Châlons-en-Champagne,chalons-en-champagne,48.955252,4.348656,
87174276,Vitry-le-François,vitry-le-francois,Vitry-le-François,vitry-le-francois,48.717913,4.587515,
87174409,Mourmelon-le-Petit,mourmelon-le-petit,Mourmelon-le-Petit,mourmelon-le-petit,49.131308,4.318098,
87175000,Saint-Dizier,saint-dizier,Saint-Dizier,saint-dizier,48.642404,4.947855,
87175018,Revigny,revigny,Revigny,revigny,48.824193,4.985513,
87175042,Bar-le-Duc,bar-le-duc,Bar-le-Duc,bar-le-duc,48.773598,5.167053,
87175067,Nançois - Tronville,nancois - tronville,Nançois - Tronville,nancois - tronville,48.718022,5.29114,
87175091,Joinville,joinville,Joinville,joinville,48.44433,5.143259,
87175109,Curel,curel,Curel,curel,48.492257,5.135624,
87175117,Chevillon,chevillon,Chevillon,chevillon,48.524404,5.111639,
87175240,Lérouville,lerouville,Lérouville,lerouville,48.796902,5.538437,
87175257,Commercy,commercy,Commercy,commercy,48.765749,5.58861,
87175778,Verdun,verdun,Verdun,verdun,49.165441,5.379672,
87175794,Étain,etain,Étain,etain,49.207491,5.639808,
87175828,Pagny-sur-Meuse,pagny-sur-meuse,Pagny-sur-Meuse,pagny-sur-meuse,48.696582,5.733632,
87177170,Laissac Place du Foiral,laissac place du foiral,Laissac,laissac,44.382444,2.821614,
87177360,Communay,communay,Communay,communay,45.605889,4.8489,
87177576,Ternay Barbières,ternay barbieres,Ternay,ternay,45.596952,4.799659,
87181016,Saint-Louis la Chaussée,saint-louis la chaussee,Saint-Louis la Chaussée,saint-louis la chaussee,47.60951,7.531278,
87181040,Flaxlanden,flaxlanden,Flaxlanden,flaxlanden,47.698692,7.30447,
87181065,Walheim,walheim,Walheim,walheim,47.641641,7.26332,
87181131,Graffenwald,graffenwald,Graffenwald,graffenwald,47.780823,7.224791,
87181222,Colmar Saint-Joseph,colmar saint-joseph,Colmar,colmar,48.081731,7.345283,
87181289,Vieux-Thann Zone Industrielle,vieux-thann zone industrielle,Vieux-Thann Zone Industrielle,vieux-thann zone industrielle,47.80194,7.133222,
87181552,Saint-Gilles Lycée Haut-Rhin,saint-gilles lycee haut-rhin,Saint-Gilles Lycée Haut-Rhin,saint-gilles lycee haut-rhin,48.075853,7.260979,
87182014,Colmar,colmar,Colmar,colmar,48.073527,7.347756,
87182055,Mulhouse Dornach,mulhouse dornach,Mulhouse,mulhouse,47.746987,7.308543,
87182063,Mulhouse,mulhouse,Mulhouse,mulhouse,47.742691,7.34316,
87182071,Rixheim,rixheim,Rixheim,rixheim,47.748695,7.406144,
87182089,Habsheim,habsheim,Habsheim,habsheim,47.737689,7.418008,
87182105,Sierentz,sierentz,Sierentz,sierentz,47.65589,7.459332,
87182113,Bartenheim,bartenheim,Bartenheim,bartenheim,47.634931,7.487256,
87182139,Saint-Louis,saint-louis,Saint-Louis,saint-louis,47.590609,7.555988,
87182196,Zillisheim,zillisheim,Zillisheim,zillisheim,47.694314,7.294144,
87182204,Illfurth,illfurth,Illfurth,illfurth,47.676432,7.268571,
87182238,Altkirch,altkirch,Altkirch,altkirch,47.627017,7.23905,
87182253,Dannemarie,dannemarie,Dannemarie,dannemarie,47.627743,7.124828,
87182329,Herrlisheim-près-Colmar,herrlisheim-pres-colmar,Herrlisheim-près-Colmar,herrlisheim-pres-colmar,48.016572,7.320888,
87182337,Rouffach,rouffach,Rouffach,rouffach,47.960188,7.312529,
87182345,Logelbach,logelbach,Logelbach,logelbach,48.087296,7.321087,
87182352,Turckheim,turckheim,Turckheim,turckheim,48.085629,7.279466,
87182360,Walbach - La Forge,walbach - la forge,Walbach - La Forge,walbach - la forge,48.058153,7.233593,
87182378,Wihr-au-Val - Soultzbach,wihr-au-val - soultzbach,Wihr-au-Val - Soultzbach,wihr-au-val - soultzbach,48.046052,7.209535,
87182386,Gunsbach - Griesbach,gunsbach - griesbach,Gunsbach - Griesbach,gunsbach - griesbach,48.041544,7.174437,
87182394,Munster,munster,Munster,munster,48.038621,7.133568,
87182402,Ranspach,ranspach,Ranspach,ranspach,47.881595,7.012318,
87182410,Cernay,cernay,Cernay,cernay,47.802,7.1737,
87182543,Luttenbach-près-Munster,luttenbach-pres-munster,Luttenbach-près-Munster,luttenbach-pres-munster,48.035463,7.11906,
87182550,Vieux-Thann,vieux-thann,Vieux-Thann,vieux-thann,47.805879,7.119465,
87182568,Thann,thann,Thann,thann,47.808795,7.106998,
87182576,Bitschwiller-lès-Thann,bitschwiller-les-thann,Bitschwiller-lès-Thann,bitschwiller-les-thann,47.827372,7.078514,
87182584,Willer-sur-Thur,willer-sur-thur,Willer-sur-Thur,willer-sur-thur,47.842623,7.069281,
87182592,Moosch,moosch,Moosch,moosch,47.861087,7.050554,
87182600,Saint-Amarin,saint-amarin,Saint-Amarin,saint-amarin,47.873042,7.028656,
87182618,Wesserling,wesserling,Wesserling,wesserling,47.889694,6.997559,
87182626,Fellering,fellering,Fellering,fellering,47.897589,6.987135,
87182634,Oderen,oderen,Oderen,oderen,47.910485,6.97373,
87182642,Kruth,kruth,Kruth,kruth,47.92396,6.969094,
87182659,Breitenbach,breitenbach,Breitenbach,breitenbach,48.028533,7.104052,
87182667,Lutterbach,lutterbach,Lutterbach,lutterbach,47.758214,7.276994,
87182691,Staffelfelden,staffelfelden,Staffelfelden,staffelfelden,47.827618,7.265018,
87182709,Bollwiller,bollwiller,Bollwiller,bollwiller,47.856969,7.26718,
