station_name_normalized,station_name,uic_code
les praz de chamonix,Les Praz de Chamonix,87746826
les quatre roues,Les Quatre Roues,87576181
les quatre-routes-du-lot,Les Quatre-Routes-du-Lot,87594564
les ramassiers,Les Ramassiers,87353581
les rosiers-sur-loire,Les Rosiers-sur-Loire,87487876
les sables blancs,Les Sables Blancs,87476267
les sables-d'olonne,Les Sables-d'Olonne,87486449
les salelles,Les Salelles,87783514
les saules,Les Saules,87546226
les tines,Les Tines,87746834
les trillers,Les Trillers,87641373
les vallees,Les Vallées,87386300
les versannes,Les Versannes,87595702
les yvris noisy-le-grand,Les Yvris Noisy-le-Grand,87113803
lesparre-medoc,Lesparre-Médoc,87581314
lesquin,Lesquin,87286849
leucate la franqui,Leucate La Franqui,87781088
leval,Leval,87295790
lexos,Lexos,87613489
lezennes,Lezennes,87287102
lezignan-corbieres,Lézignan-Corbières,87615112
lezoux,Lezoux,87734442
liancourt - rantigny,Liancourt - Rantigny,87276212
liancourt-saint-pierre,Liancourt-Saint-Pierre,87381210
libercourt,Libercourt,87345256
libourne,Libourne,87584052
liesle,Liesle,87718130
lieusaint - moissy,Lieusaint - Moissy,87682153
lievin,Liévin,87345041
liguge,Ligugé,87575274
lille chr,Lille CHR,87109306
lille europe,Lille Europe,87223263
lille flandres,Lille Flandres,87286005
lille porte de douai,Lille Porte de Douai,87287250
lillers,Lillers,87342238
limay,Limay,87381582
limeray,Limeray,87574335
limersheim,Limersheim,87212274
limoges benedictins,Limoges Bénédictins,87592006
limoges montjovis,Limoges Montjovis,87592022
limoux,Limoux,87615161
limoux flassian,Limoux Flassian,87598755
lingolsheim,Lingolsheim,87214502
lisiere pereire,Lisière Pereire,87733683
lisieux,Lisieux,87444265
lisle-sur-tarn,Lisle-sur-Tarn,87615310
lison,Lison,87447219
liverdun,Liverdun,87141069
livron-sur-drome,Livron-sur-Drôme,87761247
livry-sur-seine,Livry-sur-Seine,87682401
lizy-sur-ourcq,Lizy-sur-Ourcq,87116632
loches,Loches,87571471
logelbach,Logelbach,87182345
loison-sous-lens,Loison-sous-Lens,87345231
loivre,Loivre,87171728
longages - noe,Longages - Noé,87611053
longecourt-en-plaine,Longecourt-en-Plaine,87712620
longjumeau,Longjumeau,87393611
longpont,Longpont,87271775
longpre-les-corps-saints,Longpré-les-Corps-Saints,87313122
longroy - gamaches,Longroy - Gamaches,87313817
longueau,Longueau,87313049
longueil-annel,Longueil-Annel,87272195
longueil-sainte-marie,Longueil-Sainte-Marie,87276303
longuerue - vieux-manoir,Longuerue - Vieux-Manoir,87411447
longueville,Longueville,87116137
longueville-sur-scie,Longueville-sur-Scie,87415141
longuyon,Longuyon,87194274
longwy,Longwy,87194001
lons-le-saunier,Lons-le-Saunier,87718239
loos lez lille,Loos lez Lille,87286112
loos-en-gohelle,Loos-en-Gohelle,87345033
loreux,Loreux,87576157
lorient bretagne sud,Lorient Bretagne Sud,87476002
loriol-sur-drome,Loriol-sur-Drôme,87761262
lorraine tgv,Lorraine TGV,87142109
lothiers,Lothiers,87597104
louhans,Louhans,87713735
loulay,Loulay,87491290
lourches,Lourches,87343475
lourdes,Lourdes,87671339
louroux-de-bouble,Louroux-de-Bouble,87641050
louveciennes,Louveciennes,87382457
louvres,Louvres,87276253
louvroil,Louvroil,87295535
lozanne,Lozanne,87721423
luant,Luant,87597096
luc,Luc,87734368
luc-en-diois,Luc-en-Diois,87761874
luc-la-primaube,Luc-la-Primaube,87615773
luce,Lucé,87394015
luon,Luçon,87486258
ludon-medoc,Ludon-Médoc,87581181
ludres,Ludres,87141481
lumes,Lumes,87172189
lunas,Lunas,87781575
lunel,Lunel,87773408
lunel-viel,Lunel-Viel,87773424
lunery,Lunery,87576280
luneville,Lunéville,87141150
lurbe-saint-christau,Lurbe-Saint-Christau,87672741
lure,Lure,87185249
lus-la-croix-haute,Lus-la-Croix-Haute,87747667
lusignan,Lusignan,87485540
lussac-les-chateaux,Lussac-les-Châteaux,87575845
luttenbach-pres-munster,Luttenbach-près-Munster,87182543
lutzelbourg,Lutzelbourg,87215160
lutzelhouse,Lutzelhouse,87214650
luxe,Luxé,87583823
luxeuil-les-bains,Luxeuil-les-Bains,87185595
luzarches,Luzarches,87276576
luzenac - garanou,Luzenac - Garanou,87611558
luzy,Luzy,87696534
lycee henri sellier,Lycée Henri Sellier,87988717
lyon gorge de loup,Lyon Gorge de Loup,87721175
lyon jean mace,Lyon Jean Macé,87282624
lyon part dieu,Lyon Part Dieu,87723197
lyon perrache,Lyon Perrache,87722025
lyon saint-exupery tgv,Lyon Saint-Exupéry TGV,87762906
lyon saint-paul,Lyon Saint-Paul,87721159
lyon vaise,Lyon Vaise,87721001
macau,Macau,87581199
machecoul,Machecoul,87481366
machilly,Machilly,87745588
macon,Mâcon,87725689
macon loche tgv,Mâcon Loché TGV,87725705
magalas,Magalas,87781666
magenta,Magenta,87281873
magland,Magland,87746412
magnac - vicq,Magnac - Vicq,87592279
magnette,Magnette,87641365
magneux - courlandon,Magneux - Courlandon,87400986
magny - blandainville,Magny - Blandainville,87394429
maille,Maillé,87575068
mailly-la-ville,Mailly-la-Ville,87683847
maintenon,Maintenon,87394130
maisons-alfort - alfortville,Maisons-Alfort - Alfortville,87681155
maisons-laffitte,Maisons-Laffitte,87386425
maisse,Maisse,87681486
maizieres-les-metz,Maizières-lès-Metz,87191106
malain,Mâlain,87713065
malansac,Malansac,87476689
malaunay - le houlme,Malaunay - Le Houlme,87411256
malesherbes,Malesherbes,87684415
malling,Malling,87191627
mamirolle,Mamirolle,87718510
mandelieu-la-napoule,Mandelieu-la-Napoule,87757591
manosque - greoux-les-bains,Manosque - Gréoux-les-Bains,87751321
mantes station,Mantes Station,87381590
mantes-la-jolie,Mantes-la-Jolie,87381509
marbache,Marbache,87141796
marcelcave,Marcelcave,87313445
marcheprime,Marcheprime,87582445
marchezais - broue,Marchezais - Broué,87393470
mareil-marly,Mareil-Marly,87382812;87733667
mareil-sur-mauldre,Mareil-sur-Mauldre,87381715
maresquel-ecquemicourt,Maresquel-Ecquemicourt,87317206
mareuil-sur-ourcq,Mareuil-sur-Ourcq,87116665
margaux,Margaux,87581215
margival,Margival,87271882
marienthal,Marienthal,87213603
marignier,Marignier,87746347
marigny,Marigny,87485334
marles-en-brie,Marles-en-Brie,87116228
marlieux - chatillon,Marlieux - Châtillon,87723767
marly-le-roi,Marly-le-Roi,87382465
marmagne,Marmagne,87576132
marmagne sous creusot,Marmagne sous Creusot,87694182
marmande,Marmande,87586545
marne-la-vallee chessy,Marne-la-Vallée Chessy,87111849
maroeuil,Maroeuil,87342188
marolles-en-hurepoix,Marolles-en-Hurepoix,87545186
maromme,Maromme,87411249
marquillies,Marquillies,87342469
marquise - rinxent,Marquise - Rinxent,87317339
marquixanes,Marquixanes,87784629
marsac,Marsac,87597625
marsac-sur-l'isle,Marsac-sur-L'isle,87595207
marseillan plage,Marseillan Plage,87781294
marseille blancarde,Marseille Blancarde,87751081
marseille saint-charles,Marseille Saint-Charles,87751008
marseille-en-beauvaisis,Marseille-en-Beauvaisis,87313726
marssac-sur-tarn,Marssac-sur-Tarn,87615419
martigne-ferchaud,Martigné-Ferchaud,87471367
martigues,Martigues,87753509
martres-tolosane,Martres-Tolosane,87611087
marvejols,Marvejols,87783282
masserac,Massérac,87471227
masseret,Masseret,87594820
massiac - blesle,Massiac - Blesle,87734871
massy - palaiseau,Massy - Palaiseau,87393579
massy - verrieres,Massy - Verrières,87383281
massy europe,Massy Europe,87725465
massy tgv,Massy TGV,87393702
matzenheim,Matzenheim,87214130
maubeuge,Maubeuge,87295006
maule,Maule,87381723
maurecourt,Maurecourt,87381483
maurois,Maurois,87345546
maurs,Maurs,87645168
mauves-sur-loire,Mauves-sur-Loire,87481150
mauzac-et-grand-castang,Mauzac-et-Grand-Castang,87584466
mauze-sur-le-mignon,Mauzé-sur-le-Mignon,87485250
mayet,Mayet,87396580
mazamet,Mazamet,87615542
mazingarbe,Mazingarbe,87342121
meaux,Meaux,87116103
mehun-sur-yevre,Mehun-sur-Yèvre,87576116
melun,Melun,87682005
menars,Menars,87574244
mende,Mende,87783605
menil flin,Ménil Flin,87141390
mennecy,Mennecy,87681411
mennessis,Mennessis,87296434
mennetou-sur-cher,Mennetou-sur-Cher,87576728
menton,Menton,87756486
menton garavan,Menton Garavan,87756494
mer,Mer,87574194
merens-les-vals,Mérens-les-Vals,87611525
merenvielle,Mérenvielle,87611814
mericourt - ribemont,Méricourt - Ribemont,87313064
meriel,Mériel,87276675
merignac arlac,Mérignac Arlac,87278259
meroux,Méroux,87184408
mertzwiller,Mertzwiller,87213207
meru,Méru,87313668
mervans,Mervans,87713701
merxheim,Merxheim,87182725
mery-sur-oise,Méry-sur-Oise,87276667
messac - guipry,Messac - Guipry,87471185
messein,Messein,87141499
mesves - bulcy,Mesves - Bulcy,87696187
mesvres,Mesvres,87694158
metz,Metz,87192039
metz nord,Metz Nord,87192070
metzeral,Metzeral,87182816
meudon,Meudon,87393108
meudon val fleury,Meudon Val Fleury,87393082
meulan - hardricourt,Meulan - Hardricourt,87381830
meung-sur-loire,Meung-sur-Loire,87574137
meurchin,Meurchin,87345272
meursault,Meursault,87713560
meuse tgv,Meuse TGV,87147322
meximieux - perouges,Meximieux - Pérouges,87723585
meymac,Meymac,87594275
meyrargues,Meyrargues,87751370
mezeriat,Mézériat,87725838
mezidon-canon,Mézidon-Canon,87444208
mignaloux - nouaille,Mignaloux - Nouaillé,87575704
milhaud,Milhaud,87775098
millas,Millas,87784546
millau,Millau,87783001
milly-sur-therain,Milly-sur-Thérain,87313700
miniac-morvan,Miniac-Morvan,87478131
mionnay,Mionnay,87723726
miramas,Miramas,87753004
miraumont,Miraumont,87342030
miribel,Miribel,87723528
mitry - claye,Mitry - Claye,87271528
modane,Modane,87742007
mohon,Mohon,87172155
moirans,Moirans,87747329
moirans la galifette,Moirans La Galifette,87747691
moissac,Moissac,87611889
molsheim,Molsheim,87214577
mommenheim,Mommenheim,87212142
monestier-de-clermont,Monestier-de-Clermont,87747592
moneteau - gurgy,Monéteau - Gurgy,87683557
monistrol-d'allier,Monistrol-d'Allier,87734335
monnaie,Monnaie,87574681
monnerville,Monnerville,87545111
monsempron-libos,Monsempron-Libos,87586453
mont de terre,Mont de Terre,87287128
mont-dauphin - guillestre,Mont-Dauphin - Guillestre,87763508
mont-de-marsan,Mont-de-Marsan,87671016
mont-louis - la cabanasse,Mont-Louis - La Cabanasse,87784793
mont-sur-meurthe,Mont-sur-Meurthe,87141143
montaigu,Montaigu,87481465
montaigut-le-blanc,Montaigut-le-Blanc,87597674
montargis,Montargis,87684001
montastruc-la-conseillere,Montastruc-la-Conseillère,87615369
montataire,Montataire,87276618
montauban ville bourbon,Montauban Ville Bourbon,87611244
montauban-de-bretagne,Montauban-de-Bretagne,87471086
montaudran,Montaudran,87612010
montaut betharram,Montaut Bétharram,87672113
montbard,Montbard,87713131
montbarrey,Montbarrey,87718866
montbartier,Montbartier,87611699
montbazon,Montbazon,87571406
montbeliard,Montbéliard,87184523
montbizot,Montbizot,87396044
montbrison,Montbrison,87726448
montceau-les-mines,Montceau-les-Mines,87694620
montchanin,Montchanin,87694307
montdidier,Montdidier,87313346
monte-carlo country club,Monte-Carlo Country Club,87338590
montelimar,Montélimar,87764001
montendre,Montendre,87491183
montereau,Montereau,87682302
monterolier - buchy,Montérolier - Buchy,87411454
montescourt-lizerolles,Montescourt-Lizerolles,87296418
monteux,Monteux,87765818
montfavet,Montfavet,87765412
montferrand - thoraise,Montferrand - Thoraise,87718106
montfort-l'amaury - mere,Montfort-l'Amaury - Méré,87393892
montfort-le-gesnois,Montfort-le-Gesnois,87396291
montfort-sur-meu,Montfort-sur-Meu,87471078
montgeron - crosne,Montgeron - Crosne,87682104
montgeroult - courcelles,Montgeroult - Courcelles,87381160
montherme,Monthermé,87172056
montigny - beauchamp,Montigny - Beauchamp,87276089
montigny-en-ostrevent,Montigny-en-Ostrevent,87345306
montigny-sur-loing,Montigny-sur-Loing,87684100
montlaur,Montlaur,87618207
montlouis-sur-loire,Montlouis-sur-Loire,87571273
montluon,Montluçon,87641001
montluon rimard,Montluçon Rimard,87323675
montluel,Montluel,87723569
montmedy,Montmédy,87194209
montmelian,Montmélian,87741181
montmoreau,Montmoreau,87583674
montmorillon,Montmorillon,87575480
montoir-de-bretagne,Montoir-de-Bretagne,87481713
montpaon,Montpaon,87781534
montpellier saint-roch,Montpellier Saint-Roch,87773002
montpellier sud de france,Montpellier Sud de France,87688887
montpon-menesterol,Montpon-Ménestérol,87595322
montrabe,Montrabé,87611848
montrejeau - gourdan-polignan,Montréjeau - Gourdan-Polignan,87611152
montreuil,Montreuil,87382879
montreuil sur mer,Montreuil sur Mer,87317164
montreuil-bellay,Montreuil-Bellay,87487637
montreuil-sur-ille,Montreuil-sur-Ille,87478032
montreuil-sur-therain,Montreuil-sur-Thérain,87316406
montreux-vieux,Montreux-Vieux,87184275
montrichard,Montrichard,87574855
montroc le planet,Montroc le Planet,87746867
montrond-les-bains,Montrond-les-Bains,87726885
montry - conde,Montry - Condé,87116400
monts,Monts,87575035
montsoult - maffliers,Montsoult - Maffliers,87276493
montsurs,Montsûrs,87478537
montville,Montville,87411801
moosch,Moosch,87182592
morannes,Morannes,87484170
morbier,Morbier,87715433
morcenx,Morcenx,87673103
moret - veneux-les-sablons,Moret - Veneux-les-Sablons,87682278
moreuil,Moreuil,87313320
morez,Morez,87715441
morgny-la-pommeraye,Morgny-la-Pommeraye,87411439
morhange,Morhange,87192286
morieres-les-avignon,Morières-lès-Avignon,87765420
morlaix,Morlaix,87474338
mormant,Mormant,87116087
morre,Morre,87391300
mortcerf,Mortcerf,87116244
morteau,Morteau,87718619
morvillars,Morvillars,87184424
mothern,Mothern,87212456
motteville,Motteville,87411280
mouans-sartoux,Mouans-Sartoux,87401323
mouchard,Mouchard,87718833
moulin galant,Moulin Galant,87681403
moulins sur allier,Moulins sur Allier,87696328
moulis - listrac,Moulis - Listrac,87581231
moult - argences,Moult - Argences,87444190
mourmelon-le-petit,Mourmelon-le-Petit,87174409
mouroux,Mouroux,87116285
mousteru,Moustéru,87473512
moutiers - salins - brides-les-bains,Moûtiers - Salins - Brides-les-Bains,87741728
mouy - bury,Mouy - Bury,87313577
moyeuvre-grande,Moyeuvre-Grande,87191718
muhlbach-sur-munster,Muhlbach-sur-Munster,87182733
muizon,Muizon,87171298
mulhouse,Mulhouse,87182063
mulhouse dornach,Mulhouse Dornach,87182055
mulhouse musees,Mulhouse Musées,87534339
mulhouse zu rhein tram-train,Mulhouse Zu Rhein Tram-Train,87472639
mullerhof,Mullerhof,87214643
munchhausen,Munchhausen,87212449
mundolsheim,Mundolsheim,87212100
munster,Munster,87182394
munster badischhof,Munster Badischhof,87386540
murat,Murat,87645481
muret,Muret,87611038
musee d'orsay,Musée d'Orsay,87547307
mussidan,Mussidan,87595298
mutzig,Mutzig,87214585
naintre,Naintré,87575175
najac,Najac,87613463
namps - quevauvillers,Namps - Quevauvillers,87313379
nanois - tronville,Nançois - Tronville,87175067
nancy,Nancy,87141002
nangis,Nangis,87116095
nanterre la folie,Nanterre La Folie,87386011
nanterre universite,Nanterre Université,87386318
nantes,Nantes,87481002
nanteuil - saacy,Nanteuil - Saâcy,87116558
nanteuil-le-haudouin,Nanteuil-le-Haudouin,87271577
nantiat,Nantiat,87592444
narbonne,Narbonne,87781104
naucelle,Naucelle,87615732
neau,Neau,87478545
negrondes,Négrondes,87595132
nemours - saint-pierre,Nemours - Saint-Pierre,87684126
nerondes,Nérondes,87576454
nerpuy,Nerpuy,87575167
nesle,Nesle,87313486
neufchateau,Neufchâteau,87141291
neufchatel-hardelot,Neufchâtel-Hardelot,87317099
neuille-pont-pierre,Neuillé-Pont-Pierre,87571547
neuilly - porte maillot,Neuilly - Porte Maillot,87381020
neuilly porte maillot rer e,Neuilly Porte Maillot RER E,87731448
neussargues,Neussargues,87645507
neuves-maisons,Neuves-Maisons,87141507
neuvic,Neuvic,87595272
neuville universite,Neuville Université,87334482
neuville-sur-sarthe,Neuville-sur-Sarthe,87396028
neuvy-pailloux,Neuvy-Pailloux,87597070
nevers,Nevers,87696005
nevers le banlay,Nevers Le Banlay,87559070
nexon,Nexon,87592725
nezel - aulnay,Nézel - Aulnay,87381731
nice,Nice,87756056
nice pont michel,Nice Pont Michel,87590299
nice riquier,Nice Riquier,87756353
nice saint-augustin,Nice Saint-Augustin,87756254
niederbronn-les-bains,Niederbronn-les-Bains,87213256
nieppe,Nieppe,87287151
nieul,Nieul,87592410
nimes,Nîmes,87775007
nimes pont du gard,Nîmes Pont du Gard,87703975
niolon,Niolon,87753582
niort,Niort,87485300
niversac,Niversac,87595512
nux-les-mines,Nœux-les-Mines,87342139
nogent - le perreux,Nogent - Le Perreux,87113746
nogent-l'artaud - charly,Nogent-l'Artaud - Charly,87116566
nogent-le-rotrou,Nogent-le-Rotrou,87394296
nogent-sur-seine,Nogent-sur-Seine,87118190
nogent-sur-vernisson,Nogent-sur-Vernisson,87684274
nointel - mours,Nointel - Mours,87276758
noisy-le-roi,Noisy-le-Roi,87393876;87733659
noisy-le-sec,Noisy-le-Sec,87113217
noizay,Noizay,87574368
nomain,Nomain,87286609
nonancourt,Nonancourt,87393553
nort-sur-erdre,Nort-sur-Erdre,87481598
nortkerque,Nortkerque,87287292
notre-dame de brianon,Notre-Dame de Briançon,87741694
notre-dame-d'oe,Notre-Dame-d'Oé,87574699
nouan-le-fuzelier,Nouan-le-Fuzelier,87543157
nouvion-sur-meuse,Nouvion-sur-Meuse,87172213
nouzonville,Nouzonville,87172023
noveant-sur-moselle,Novéant-sur-Moselle,87192427
novillars,Novillars,87718411
noyal - acigne,Noyal - Acigné,87471540
noyelles-sur-mer,Noyelles-sur-Mer,87317396
noyen-sur-sarthe,Noyen-sur-Sarthe,87396374
noyon,Noyon,87276782
nozieres - brignon,Nozières - Brignon,87775353
nuits sous ravieres,Nuits sous Ravières,87713156
nuits-saint-georges,Nuits-Saint-Georges,87713529
nurieux-volognat,Nurieux-Volognat,87743351
obermodern-zutzendorf,Obermodern-Zutzendorf,87213165
obernai,Obernai,87214288
objat,Objat,87594630
oderen,Oderen,87182634
oermingen,Oermingen,87215632
ogeu-les-bains,Ogeu-les-Bains,87672709
oissel,Oissel,87411207
olette - canaveilles,Olette - Canaveilles,87784728
ollioules - sanary-sur-mer,Ollioules - Sanary-sur-Mer,87755231
olonne-sur-mer,Olonne-sur-Mer,87486431
oloron-sainte-marie,Oloron-Sainte-Marie,87672725
ondres,Ondres,87673319
onville,Onville,87192435
onzain - chaumont-sur-loire,Onzain - Chaumont-sur-Loire,87574319
orange,Orange,87765107
orangis bois de l'epine,Orangis Bois de l'Épine,87681346
orchamps,Orchamps,87718361
orchies,Orchies,87286583
orgerus - behoust,Orgerus - Béhoust,87393447
orgon,Orgon,87753707
orleans,Orléans,87543009
orly ville,Orly Ville,87546200
ormoy-villers,Ormoy-Villers,87271585
orry-la-ville - coye,Orry-la-Ville - Coye,87276279
ors,Ors,87295667
orthez,Orthez,87672253
osny,Osny,87381145
osses - saint-martin-d'arrossa,Ossès - Saint-Martin-d'Arrossa,87673707
ostricourt,Ostricourt,87345249
oudon,Oudon,87481184
ouges,Ouges,87712604
oullins,Oullins,87722207
ourscamp,Ourscamp,87276774
oyonnax,Oyonnax,87743534
ozoir-la-ferriere,Ozoir-la-Ferrière,87116020
pagny-le-chateau,Pagny-le-Château,87713669
pagny-sur-meuse,Pagny-sur-Meuse,87175828
pagny-sur-moselle,Pagny-sur-Moselle,87192468
paimpol,Paimpol,87473868
pamiers,Pamiers,87611343
pamproux,Pamproux,87485524
pantin,Pantin,87113209
paray-le-monial,Paray-le-Monial,87694687
parc des expositions,Parc des Expositions,87271486
parempuyre,Parempuyre,87581710
parent - coudes - champeix,Parent - Coudes - Champeix,87734194
paris austerlitz,Paris Austerlitz,87547026;87547000
paris bercy bourgogne - pays d'auvergne,Paris Bercy Bourgogne - Pays d'Auvergne,87686667
paris est,Paris Est,87113001
paris gare de lyon,Paris Gare de Lyon,87686006;87686030
paris gare du nord,Paris Gare du Nord,87271023;87271007;87271031
paris montparnasse,Paris Montparnasse,87391003;87391011;87391102
paris saint-lazare,Paris Saint-Lazare,87384008
parsac - gouzon,Parsac - Gouzon,87597724
pas des lanciers,Pas des Lanciers,87753285
pau,Pau,87672006
pauillac,Pauillac,87581256
paulhaguet,Paulhaguet,87734293
pavilly,Pavilly,87411272
peltre,Peltre,87192203
penhoet,Penhoët,87321745
penne-d'agenais,Penne-d'Agenais,87586438
penthievre,Penthièvre,87476424
pereire - levallois,Péreire - Levallois,87381012
perenchies,Pérenchies,87286278
perigueux,Périgueux,87595009
pernes - camblain,Pernes - Camblain,87342550
perpignan,Perpignan,87784009
perrignier,Perrignier,87745620
pers,Pers,87645176
persan - beaumont,Persan - Beaumont,87276469
pertuis,Pertuis,87751362
pessac,Pessac,87581751
pessac alouette,Pessac Alouette,87581793
petit jouy - les loges,Petit Jouy - Les Loges,87393504
petit vaux,Petit Vaux,87393652
petit-croix,Petit-Croix,87184267
peyrehorade,Peyrehorade,87672337
peyrilhac - saint-jouvent,Peyrilhac - Saint-Jouvent,87592428
pezou,Pezou,87574541
phalempin,Phalempin,87286500
pibrac,Pibrac,87611830
picon busserine,Picon Busserine,87759290
picquigny,Picquigny,87313106
pierre-benite,Pierre-Bénite,87722231
pierre-buffiere,Pierre-Buffière,87592253
pierrefitte - stains,Pierrefitte - Stains,87271163
pierrefitte - stains t11,Pierrefitte - Stains T11,87697326
pierrelatte,Pierrelatte,87764308
pierrelaye,Pierrelaye,87276097
pignans,Pignans,87755389
pihen-les-guines,Pihen-lès-Guînes,87316679
pins-justaret,Pins-Justaret,87618116
plaisir - grignon,Plaisir - Grignon,87393421
plaisir - les clayes,Plaisir - Les Clayes,87393629
plancoet,Plancoët,87473272
plechatel,Pléchâtel,87471177
plenee-jugon,Plénée-Jugon,87473082
plerguer,Plerguer,87478123
plestan,Plestan,87473090
pleudihen-sur-rance,Pleudihen-sur-Rance,87478149
pleyber-christ,Pleyber-Christ,87474320
plouaret tregor,Plouaret Trégor,87473181
plougonver,Plougonver,87473538
plouharnel - carnac,Plouharnel - Carnac,87476416
plouigneau,Plouigneau,87474411
plounerin,Plounérin,87473199
plouvara - plerneuf,Plouvara - Plerneuf,87473132
podensac,Podensac,87582734
pointe de grave,Pointe de Grave,87581397
poissy,Poissy,87386573
poitiers,Poitiers,87575001
poix-de-picardie,Poix-de-Picardie,87313395
poix-terron,Poix-Terron,87172171
polienas,Poliénas,87761742
poligny,Poligny,87718189
polliat,Polliat,87725846
pomas,Pomas,87615146
pompey,Pompey,87141788
pons,Pons,87491100
pont cardinet,Pont Cardinet,87381111
pont d'ardres,Pont d'Ardres,87281410
pont de bois,Pont de Bois,87286831
pont de briques,Pont de Briques,87317115
pont de dore,Pont de Dore,87734459
pont de l'alma,Pont de l'Alma,87393041
pont de la deule,Pont de la Deûle,87345207
pont de lignon,Pont de Lignon,87726786
pont de rungis aeroport d'orly,Pont de Rungis Aéroport d'Orly,87546192
pont de sallaumines,Pont de Sallaumines,87345124
pont du garigliano - hopital europeen georges pompidou,Pont du Garigliano - Hôpital Européen Georges Pompidou,87393322
pont petit,Pont Petit,87276154
pont-a-mousson,Pont-à-Mousson,87141820
pont-a-vendin,Pont-à-Vendin,87345264
pont-d'ain,Pont-d'Ain,87743120
pont-de-buis,Pont-de-Buis,87474056
pont-de-l'arche,Pont-de-l'Arche,87415661
pont-de-veyle,Pont-de-Veyle,87725804
pont-du-chateau,Pont-du-Château,87734087
pont-l'eveque,Pont-l'Évêque,87444349
pont-melvez,Pont-Melvez,87473520
pont-remy,Pont-Remy,87313130
pont-saint-esprit,Pont-Saint-Esprit,87764555
pont-saint-vincent,Pont-Saint-Vincent,87141523
pont-sainte-maxence,Pont-Sainte-Maxence,87276329
pont-sur-yonne,Pont-sur-Yonne,87683136
pontanevaux,Pontanevaux,87725721
pontarlier,Pontarlier,87715003
pontchaillou,Pontchaillou,87471391
pontcharra - saint-forgeux,Pontcharra - Saint-Forgeux,87721464
pontcharra sur breda,Pontcharra sur Bréda,87747493
pontchateau,Pontchâteau,87481846
pontgouin,Pontgouin,87394247
ponthierry - pringy,Ponthierry - Pringy,87682526
pontmort,Pontmort,87734103
pontoise,Pontoise,87276139
pontorson - mont-saint-michel,Pontorson - Mont-Saint-Michel,87478263
pontrieux,Pontrieux,87473843
pontrieux halte,Pontrieux Halte,87473835
porchefontaine,Porchefontaine,87393165
pornic,Pornic,87481283
pornichet,Pornichet,87481747
port boulet,Port Boulet,87571794
port-brillet,Port-Brillet,87478750
port-de-bouc,Port-de-Bouc,87753459
port-de-piles,Port-de-Piles,87575076
port-la-nouvelle,Port-la-Nouvelle,87781062
port-saint-pere - saint-mars,Port-Saint-Père - Saint-Mars,87481218
port-sainte-marie,Port-Sainte-Marie,87586107
port-vendres,Port-Vendres,87784264
porte de clichy,Porte de Clichy,87111278
porte-puymorens,Porté-Puymorens,87611509
portet saint-simon,Portet Saint-Simon,87611400
portets,Portets,87582718
pougny - chancy,Pougny - Chancy,87745380
pougues-les-eaux,Pougues-les-Eaux,87696211
pouilly-sur-loire,Pouilly-sur-Loire,87696179
pouxeux,Pouxeux,87144428
pouzauges,Pouzauges,87487314
prades - molitg-les-bains,Prades - Molitg-les-Bains,87784637
precy-sur-oise,Précy-sur-Oise,87276410
preignac,Preignac,87582767
presles courcelles,Presles Courcelles,87276501
prin-deyranon,Prin-Deyrançon,87485268
pringy,Pringy,87746206
prisse-la-charriere,Prissé-la-Charrière,87485359
prouvy - thiant,Prouvy - Thiant,87343418
provencheres-sur-fave,Provenchères-sur-Fave,87144345
provins,Provins,87116160
prunay,Prunay,87171629
pruniers-en-sologne,Pruniers-en-Sologne,87576199
puget-ville,Puget-Ville,87755363
puteaux,Puteaux,87382382
puybrun,Puybrun,87594754
puyoo,Puyoô,87672279
quedillac,Quédillac,87473058
questembert,Questembert,87476671
quiberon,Quiberon,87476457
quimper,Quimper,87474098
quimperle,Quimperlé,87476317
quincieux,Quincieux,87721290
rabastens - coufouleux,Rabastens - Coufouleux,87615328
raedersheim,Raedersheim,87182717
raismes,Raismes,87343319
rambouillet,Rambouillet,87393314
ranchot,Ranchot,87718338
rang-du-fliers - verton - berck,Rang-du-Fliers - Verton - Berck,87317057
ranguin,Ranguin,87757732
ranspach,Ranspach,87182402
raon-l'etape,Raon-l'Étape,87144626
rassuen,Rassuen,87753426
razac-sur-l'isle,Razac-sur-l'Isle,87595223
reaumont - saint-cassien,Réaumont - Saint-Cassien,87747279
recquignies,Recquignies,87295022
reding,Réding,87215079
redon,Redon,87471300
regny,Régny,87721050
reichshoffen,Reichshoffen,87213249
reignac-sur-indre,Reignac-sur-Indre,87571455
reignier-esery,Reignier-Ésery,87746511
reims,Reims,87171009
reims maison blanche,Reims Maison Blanche,87171272
remilly,Rémilly,87192237
remiremont,Remiremont,87144451
remise a jorelle,Remise à Jorelle,87988709
remy,Remy,87313403
renescure,Renescure,87281451
rennes,Rennes,87471003
rethel,Rethel,87172270
retiers,Retiers,87471359
retournac,Retournac,87734749
reuilly,Reuilly,87597039
revigny-sur-ornain,Revigny-sur-Ornain,87175018
revin,Revin,87172080
reze pont rousseau,Rezé Pont Rousseau,87481036
ria-sirach,Ria-Sirach,87784660
ribecourt-dreslincourt,Ribécourt-Dreslincourt,87276766
riedseltz,Riedseltz,87213462
rieux - angicourt,Rieux - Angicourt,87276352
rilly-la-montagne,Rilly-la-Montagne,87171595
riom - chatel-guyon,Riom - Châtel-Guyon,87734053
ris-orangis,Ris-Orangis,87681338
rivarennes,Rivarennes,87571653
