origin_uic,destination_uic,distance_km,duration_minutes,line_code,line_status,origin_name,destination_name,trip_count,source
87574343,87571240,,15,TRAIN,GTFS,Amboise,Saint-Pierre-des-Corps,61,gtfs_stop_times
87113001,87171926,,44,TGV,GTFS,Paris Est,Champagne-Ardenne TGV,61,gtfs_stop_times
87574343,87571273,,9,TRAIN,GTFS,Amboise,Montlouis,61,gtfs_stop_times
87141010,87141093,,3,TRAIN,GTFS,Jarville-la-Malgrange,Laneuveville-devant-Nancy,61,gtfs_stop_times
87317263,87317305,,4,TRAIN,GTFS,Calais Ville,Les Fontinettes,61,gtfs_stop_times
87543009,87574137,,13,TRAIN,GTFS,Orléans,Meung-sur-Loire,61,gtfs_stop_times
87182881,87182576,,3,TRAIN,GTFS,Thann Saint-Jacques,Bitschwiller-lès-Thann,60,gtfs_stop_times
87182576,87182881,,3,TRAIN,GTFS,Bitschwiller-lès-Thann,Thann Saint-Jacques,60,gtfs_stop_times
87473181,87473223,,16,TRAIN,GTFS,Plouaret Trégor,Lannion,60,gtfs_stop_times
87182584,87182576,,3,TRAIN,GTFS,Willer-sur-Thur,Bitschwiller-lès-Thann,60,gtfs_stop_times
87141143,87141150,,5,TRAIN,GTFS,Mont-sur-Meurthe,Lunéville,60,gtfs_stop_times
87141002,87141101,,10,TRAIN,GTFS,Nancy,Varangéville - Saint-Nicolas,60,gtfs_stop_times
87286005,87286732,,10,TRAIN,GTFS,Lille Flandres,Roubaix,60,gtfs_stop_times
87745620,87745646,,9,TRAIN,GTFS,Perrignier,Thonon-les-Bains,60,gtfs_stop_times
87413344,87413385,,14,TRAIN,GTFS,Bréauté - Beuzeville,Yvetot,60,gtfs_stop_times
87141135,87141143,,5,TRAIN,GTFS,Blainville - Damelevières,Mont-sur-Meurthe,60,gtfs_stop_times
87745596,87745620,,6,TRAIN,GTFS,Bons-en-Chablais,Perrignier,60,gtfs_stop_times
87745588,87745596,,5,TRAIN,GTFS,Machilly,Bons-en-Chablais,60,gtfs_stop_times
87745497,87745588,,9,TRAIN,GTFS,Annemasse,Machilly,60,gtfs_stop_times
87212258,87212266,,3,TRAIN,GTFS,Geispolsheim,Fegersheim - Lipsheim,60,gtfs_stop_times
87745596,87745588,,5,TRAIN,GTFS,Bons-en-Chablais,Machilly,60,gtfs_stop_times
87745620,87745596,,6,TRAIN,GTFS,Perrignier,Bons-en-Chablais,60,gtfs_stop_times
87182576,87182584,,3,TRAIN,GTFS,Bitschwiller-lès-Thann,Willer-sur-Thur,60,gtfs_stop_times
87286732,87286005,,10,TRAIN,GTFS,Roubaix,Lille Flandres,60,gtfs_stop_times
87141150,87141143,,5,TRAIN,GTFS,Lunéville,Mont-sur-Meurthe,60,gtfs_stop_times
87413385,87413344,,14,TRAIN,GTFS,Yvetot,Bréauté - Beuzeville,60,gtfs_stop_times
87745646,87745620,,9,TRAIN,GTFS,Thonon-les-Bains,Perrignier,60,gtfs_stop_times
87141143,87141135,,5,TRAIN,GTFS,Mont-sur-Meurthe,Blainville - Damelevières,60,gtfs_stop_times
87473223,87473181,,16,TRAIN,GTFS,Lannion,Plouaret Trégor,60,gtfs_stop_times
87141101,87141002,,10,TRAIN,GTFS,Varangéville - Saint-Nicolas,Nancy,60,gtfs_stop_times
87212266,87212258,,3,TRAIN,GTFS,Fegersheim - Lipsheim,Geispolsheim,60,gtfs_stop_times
87745588,87745497,,9,TRAIN,GTFS,Machilly,Annemasse,60,gtfs_stop_times
87757526,87757625,,26,TGV,GTFS,Saint-Raphaël Valescure,Cannes,59,gtfs_stop_times
87746206,87746008,,6,TRAIN,GTFS,Pringy,Annecy,59,gtfs_stop_times
87583005,87583617,,8,TRAIN,GTFS,Angoulême,La Couronne Charente,59,gtfs_stop_times
87171926,87111849,,32,TGV,GTFS,Champagne-Ardenne TGV,Marne-la-Vallée Chessy,59,gtfs_stop_times
87411017,87411207,,10,TRAIN,GTFS,Rouen Rive Droite,Oissel,59,gtfs_stop_times
80110684,80140087,,44,TRAIN,GTFS,Francfort sur le Main,Mannheim Hbf,59,gtfs_stop_times
87583617,87583674,,15,TRAIN,GTFS,La Couronne Charente,Montmoreau,59,gtfs_stop_times
87583674,87583690,,10,TRAIN,GTFS,Montmoreau,Chalais,59,gtfs_stop_times
87214270,87214288,,4,TRAIN,GTFS,Goxwiller,Obernai,59,gtfs_stop_times
87411207,87411017,,10,TRAIN,GTFS,Oissel,Rouen Rive Droite,59,gtfs_stop_times
87611061,87611079,,10,TRAIN,GTFS,Carbonne,Cazères,59,gtfs_stop_times
87583690,87583674,,10,TRAIN,GTFS,Chalais,Montmoreau,59,gtfs_stop_times
80140087,80110684,,44,TRAIN,GTFS,Mannheim Hbf,Francfort sur le Main,59,gtfs_stop_times
87583674,87583617,,15,TRAIN,GTFS,Montmoreau,La Couronne Charente,59,gtfs_stop_times
87295055,87295048,,5,TRAIN,GTFS,Anor,Fourmies,59,gtfs_stop_times
87584540,87583690,,8,TRAIN,GTFS,Saint-Aigulin - La Roche-Chalais,Chalais,59,gtfs_stop_times
87584532,87584540,,6,TRAIN,GTFS,Les Églisottes,Saint-Aigulin - La Roche-Chalais,59,gtfs_stop_times
87747337,87747329,,4,TRAIN,GTFS,Voreppe,Moirans,59,gtfs_stop_times
87583690,87584540,,8,TRAIN,GTFS,Chalais,Saint-Aigulin - La Roche-Chalais,59,gtfs_stop_times
87583617,87583005,,8,TRAIN,GTFS,La Couronne Charente,Angoulême,59,gtfs_stop_times
87746008,87746206,,6,TRAIN,GTFS,Annecy,Pringy,59,gtfs_stop_times
87171009,87174409,,18,TRAIN,GTFS,Reims,Mourmelon-le-Petit,59,gtfs_stop_times
87584516,87584532,,6,TRAIN,GTFS,Coutras,Les Églisottes,59,gtfs_stop_times
87747329,87747287,,6,TRAIN,GTFS,Moirans,Voiron,59,gtfs_stop_times
87214288,87214270,,4,TRAIN,GTFS,Obernai,Goxwiller,59,gtfs_stop_times
87757625,87757526,,26,TGV,GTFS,Cannes,Saint-Raphaël Valescure,59,gtfs_stop_times
87111849,87171926,,32,TGV,GTFS,Marne-la-Vallée Chessy,Champagne-Ardenne TGV,59,gtfs_stop_times
87295048,87295709,,7,TRAIN,GTFS,Fourmies,Sains-du-Nord,59,gtfs_stop_times
87295048,87295055,,5,TRAIN,GTFS,Fourmies,Anor,59,gtfs_stop_times
87747329,87747337,,4,TRAIN,GTFS,Moirans,Voreppe,59,gtfs_stop_times
87296632,87296442,,6,TER,GTFS,La Fère,Tergnier,59,gtfs_stop_times
87174409,87171009,,18,TRAIN,GTFS,Mourmelon-le-Petit,Reims,59,gtfs_stop_times
87584532,87584516,,6,TRAIN,GTFS,Les Églisottes,Coutras,59,gtfs_stop_times
87747287,87747329,,6,TRAIN,GTFS,Voiron,Moirans,59,gtfs_stop_times
87611079,87611061,,10,TRAIN,GTFS,Cazères,Carbonne,59,gtfs_stop_times
87295709,87295048,,7,TRAIN,GTFS,Sains-du-Nord,Fourmies,59,gtfs_stop_times
87584540,87584532,,6,TRAIN,GTFS,Saint-Aigulin - La Roche-Chalais,Les Églisottes,59,gtfs_stop_times
87296442,87296632,,6,TER,GTFS,Tergnier,La Fère,59,gtfs_stop_times
87575217,87575191,,4,TRAIN,GTFS,Jaunay-Clan,Dissay,58,gtfs_stop_times
87575175,87575167,,4,TRAIN,GTFS,Naintré les Barres,Nerpuy,58,gtfs_stop_times
87745497,87745430,,21,TRAIN,GTFS,Annemasse,Saint-Julien-en-Genevois,58,gtfs_stop_times
87611525,87611517,,14,TRAIN,GTFS,Mérens-les-Vals,Andorre l'Hospitalet,58,gtfs_stop_times
87765008,87318964,,9,TGV,GTFS,Avignon Centre,Avignon TGV,58,gtfs_stop_times
87611533,87611525,,13,TRAIN,GTFS,Ax-les-Thermes,Mérens-les-Vals,58,gtfs_stop_times
87611517,87611509,,8,TRAIN,GTFS,Andorre l'Hospitalet,Porté-Puymorens,58,gtfs_stop_times
87214247,87214254,,4,TRAIN,GTFS,Barr,Gertwiller,58,gtfs_stop_times
87214122,87214130,,5,TRAIN,GTFS,Benfeld,Matzenheim,58,gtfs_stop_times
87214254,87214270,,3,TRAIN,GTFS,Gertwiller,Goxwiller,58,gtfs_stop_times
87575183,87575175,,5,TRAIN,GTFS,La Tricherie,Naintré les Barres,58,gtfs_stop_times
87182600,87182402,,3,TRAIN,GTFS,Saint-Amarin,Ranspach,58,gtfs_stop_times
87324095,87575217,,3,TRAIN,GTFS,Futuroscope,Jaunay-Clan,58,gtfs_stop_times
87182592,87182600,,3,TRAIN,GTFS,Moosch,Saint-Amarin,58,gtfs_stop_times
87182402,87182618,,2,TRAIN,GTFS,Ranspach,Wesserling,58,gtfs_stop_times
87775007,87703975,,12,TRAIN,GTFS,Nîmes Centre,Nîmes Pont du Gard,58,gtfs_stop_times
87141788,87141077,,3,TRAIN,GTFS,Pompey,Frouard,58,gtfs_stop_times
87611509,87611483,,15,TRAIN,GTFS,Porté-Puymorens,Latour-de-Carol - Enveitg,58,gtfs_stop_times
87575167,87575142,,4,TRAIN,GTFS,Nerpuy,Châtellerault,58,gtfs_stop_times
87575225,87324095,,3,TRAIN,GTFS,Chasseneuil-du-Poitou,Futuroscope,58,gtfs_stop_times
87575191,87575183,,4,TRAIN,GTFS,Dissay,La Tricherie,58,gtfs_stop_times
87745430,87745497,,21,TRAIN,GTFS,Saint-Julien-en-Genevois,Annemasse,58,gtfs_stop_times
87318964,87765008,,9,TGV,GTFS,Avignon TGV,Avignon Centre,58,gtfs_stop_times
87214270,87214254,,3,TRAIN,GTFS,Goxwiller,Gertwiller,58,gtfs_stop_times
87575175,87575183,,5,TRAIN,GTFS,Naintré les Barres,La Tricherie,58,gtfs_stop_times
87214254,87214247,,4,TRAIN,GTFS,Gertwiller,Barr,58,gtfs_stop_times
87214130,87214122,,5,TRAIN,GTFS,Matzenheim,Benfeld,58,gtfs_stop_times
87611517,87611525,,14,TRAIN,GTFS,Andorre l'Hospitalet,Mérens-les-Vals,58,gtfs_stop_times
87214148,87214130,,4,TRAIN,GTFS,Erstein,Matzenheim,58,gtfs_stop_times
87575217,87324095,,3,TRAIN,GTFS,Jaunay-Clan,Futuroscope,58,gtfs_stop_times
87182402,87182600,,3,TRAIN,GTFS,Ranspach,Saint-Amarin,58,gtfs_stop_times
87575001,87575225,,9,TRAIN,GTFS,Poitiers,Chasseneuil-du-Poitou,58,gtfs_stop_times
87182584,87182592,,3,TRAIN,GTFS,Willer-sur-Thur,Moosch,58,gtfs_stop_times
87214130,87214148,,4,TRAIN,GTFS,Matzenheim,Erstein,58,gtfs_stop_times
87611525,87611533,,13,TRAIN,GTFS,Mérens-les-Vals,Ax-les-Thermes,58,gtfs_stop_times
87611509,87611517,,8,TRAIN,GTFS,Porté-Puymorens,Andorre l'Hospitalet,58,gtfs_stop_times
87694109,87723197,,42,TGV,GTFS,Le Creusot-TGV,Lyon Part Dieu,58,gtfs_stop_times
87141820,87141812,,6,TRAIN,GTFS,Pont-à-Mousson,Dieulouard,58,gtfs_stop_times
87182592,87182584,,3,TRAIN,GTFS,Moosch,Willer-sur-Thur,58,gtfs_stop_times
87775213,87775221,,12,TRAIN,GTFS,Génolhac,Chamborigaud,58,gtfs_stop_times
87214692,87214684,,5,TRAIN,GTFS,Schirmeck - La Broque,Russ-Hersbach,58,gtfs_stop_times
87182600,87182592,,3,TRAIN,GTFS,Saint-Amarin,Moosch,58,gtfs_stop_times
87703975,87775007,,12,TRAIN,GTFS,Nîmes Pont du Gard,Nîmes Centre,58,gtfs_stop_times
87575225,87575001,,9,TRAIN,GTFS,Chasseneuil-du-Poitou,Poitiers,58,gtfs_stop_times
87182618,87182402,,2,TRAIN,GTFS,Wesserling,Ranspach,58,gtfs_stop_times
87141812,87141820,,6,TRAIN,GTFS,Dieulouard,Pont-à-Mousson,58,gtfs_stop_times
87723197,87694109,,42,TGV,GTFS,Lyon Part Dieu,Le Creusot-TGV,58,gtfs_stop_times
87775221,87775213,,12,TRAIN,GTFS,Chamborigaud,Génolhac,58,gtfs_stop_times
87214684,87214692,,5,TRAIN,GTFS,Russ-Hersbach,Schirmeck - La Broque,58,gtfs_stop_times
87611483,87611509,,15,TRAIN,GTFS,Latour-de-Carol - Enveitg,Porté-Puymorens,58,gtfs_stop_times
87575183,87575191,,4,TRAIN,GTFS,La Tricherie,Dissay,58,gtfs_stop_times
87324095,87575225,,3,TRAIN,GTFS,Futuroscope,Chasseneuil-du-Poitou,58,gtfs_stop_times
87575167,87575175,,4,TRAIN,GTFS,Nerpuy,Naintré les Barres,58,gtfs_stop_times
87575142,87575167,,4,TRAIN,GTFS,Châtellerault,Nerpuy,58,gtfs_stop_times
87575191,87575217,,4,TRAIN,GTFS,Dissay,Jaunay-Clan,58,gtfs_stop_times
87141077,87141788,,3,TRAIN,GTFS,Frouard,Pompey,58,gtfs_stop_times
87192039,87192401,,7,TRAIN,GTFS,Metz,Ars-sur-Moselle,57,gtfs_stop_times
87214577,87214585,,4,TRAIN,GTFS,Molsheim,Mutzig,57,gtfs_stop_times
87215012,87215160,,11,TRAIN,GTFS,Sarrebourg,Lutzelbourg,57,gtfs_stop_times
87747279,87747246,,4,TRAIN,GTFS,Réaumont - Saint-Cassien,Rives,57,gtfs_stop_times
87747279,87747287,,6,TRAIN,GTFS,Réaumont - Saint-Cassien,Voiron,57,gtfs_stop_times
87214114,87214106,,4,TRAIN,GTFS,Kogenheim,Ebersheim,57,gtfs_stop_times
87212126,87212118,,5,TRAIN,GTFS,Stephansfeld,Vendenheim,57,gtfs_stop_times
87747337,87747006,,12,TRAIN,GTFS,Voreppe,Grenoble,57,gtfs_stop_times
87571240,87575142,,29,TGV,GTFS,Saint-Pierre-des-Corps,Châtellerault,57,gtfs_stop_times
87723197,87722587,,20,TRAIN,GTFS,Lyon Part Dieu,Vienne,57,gtfs_stop_times
87192401,87192039,,7,TRAIN,GTFS,Ars-sur-Moselle,Metz,57,gtfs_stop_times
87212134,87212126,,2,TRAIN,GTFS,Brumath,Stephansfeld,57,gtfs_stop_times
87214106,87214114,,4,TRAIN,GTFS,Ebersheim,Kogenheim,57,gtfs_stop_times
87214056,87214106,,5,TRAIN,GTFS,Sélestat,Ebersheim,57,gtfs_stop_times
87212118,87212126,,5,TRAIN,GTFS,Vendenheim,Stephansfeld,57,gtfs_stop_times
87747287,87747279,,6,TRAIN,GTFS,Voiron,Réaumont - Saint-Cassien,57,gtfs_stop_times
87214585,87214577,,4,TRAIN,GTFS,Mutzig,Molsheim,57,gtfs_stop_times
87192468,87192427,,5,TRAIN,GTFS,Pagny-sur-Moselle,Novéant-sur-Moselle,57,gtfs_stop_times
87212142,87212134,,4,TRAIN,GTFS,Mommenheim,Brumath,57,gtfs_stop_times
87212126,87212134,,2,TRAIN,GTFS,Stephansfeld,Brumath,57,gtfs_stop_times
87212134,87212142,,4,TRAIN,GTFS,Brumath,Mommenheim,57,gtfs_stop_times
87214114,87214122,,5,TRAIN,GTFS,Kogenheim,Benfeld,57,gtfs_stop_times
87747246,87747279,,4,TRAIN,GTFS,Rives,Réaumont - Saint-Cassien,57,gtfs_stop_times
87192427,87192468,,5,TRAIN,GTFS,Novéant-sur-Moselle,Pagny-sur-Moselle,57,gtfs_stop_times
87215160,87215012,,11,TRAIN,GTFS,Lutzelbourg,Sarrebourg,57,gtfs_stop_times
87747006,87747337,,10,TRAIN,GTFS,Grenoble,Voreppe,57,gtfs_stop_times
87271007,87276469,,37,TRAIN,GTFS,Paris Gare du Nord,Persan - Beaumont,57,gtfs_stop_times
87575142,87571240,,29,TGV,GTFS,Châtellerault,Saint-Pierre-des-Corps,57,gtfs_stop_times
87722587,87723197,,20,TRAIN,GTFS,Vienne,Lyon Part Dieu,57,gtfs_stop_times
87214106,87214056,,5,TRAIN,GTFS,Ebersheim,Sélestat,57,gtfs_stop_times
87276469,87271007,,37,TRAIN,GTFS,Persan - Beaumont,Paris Gare du Nord,57,gtfs_stop_times
87214122,87214114,,5,TRAIN,GTFS,Benfeld,Kogenheim,57,gtfs_stop_times
87721530,87721522,,2,TRAIN,GTFS,Charbonnières-les-Bains,Le Méridien La Ferrière,56,gtfs_stop_times
87476317,87476002,,13,TRAIN,GTFS,Quimperlé,Lorient,56,gtfs_stop_times
87476002,87476317,,13,TRAIN,GTFS,Lorient,Quimperlé,56,gtfs_stop_times
87721522,87721530,,3,TRAIN,GTFS,Le Méridien La Ferrière,Charbonnières-les-Bains,56,gtfs_stop_times
87474155,87476317,,14,TRAIN,GTFS,Rosporden,Quimperlé,56,gtfs_stop_times
87476317,87474155,,14,TRAIN,GTFS,Quimperlé,Rosporden,56,gtfs_stop_times
87478073,87478099,,10,TRAIN,GTFS,Dol-de-Bretagne,La Gouesnière - Cancale,55,gtfs_stop_times
87295733,87295709,,6,TRAIN,GTFS,Avesnes-sur-Helpe,Sains-du-Nord,55,gtfs_stop_times
87745414,87745000,,15,TRAIN,GTFS,Valleiry,Bellegarde,55,gtfs_stop_times
87584136,87584177,,9,TRAIN,GTFS,Castillon,Vélines,55,gtfs_stop_times
87742320,87742361,,21,TGV,GTFS,Saint-Jean-de-Maurienne Arvan,Saint-Michel - Valloire,55,gtfs_stop_times
87742361,87742320,,12,TRAIN,GTFS,Saint-Michel - Valloire,Saint-Jean-de-Maurienne Arvan,55,gtfs_stop_times
87584177,87584193,,8,TRAIN,GTFS,Vélines,Sainte-Foy-la-Grande,55,gtfs_stop_times
87745430,87745414,,11,TRAIN,GTFS,Saint-Julien-en-Genevois,Valleiry,55,gtfs_stop_times
87214148,87212274,,4,TRAIN,GTFS,Erstein,Limersheim,55,gtfs_stop_times
87741306,87742320,,10,TGV,GTFS,Saint-Avre - La Chambre,Saint-Jean-de-Maurienne Arvan,55,gtfs_stop_times
87481002,87481440,,19,TRAIN,GTFS,Nantes,Clisson,55,gtfs_stop_times
87721555,87566919,,3,TRAIN,GTFS,Lentilly,Lentilly Charpenay,55,gtfs_stop_times
87295600,87295733,,19,TRAIN,GTFS,Aulnoye-Aymeries,Avesnes-sur-Helpe,55,gtfs_stop_times
87584193,87584177,,8,TRAIN,GTFS,Sainte-Foy-la-Grande,Vélines,55,gtfs_stop_times
87742320,87741306,,10,TGV,GTFS,Saint-Jean-de-Maurienne Arvan,Saint-Avre - La Chambre,55,gtfs_stop_times
87775361,87775288,,17,TRAIN,GTFS,Saint-Geniès-de-Malgoirès,Alès,55,gtfs_stop_times
87721530,87208553,,3,TRAIN,GTFS,Charbonnières-les-Bains,Casino Lacroix Laval,55,gtfs_stop_times
87212027,87338525,,5,TRAIN,GTFS,Strasbourg,Krimmeri Meinau,55,gtfs_stop_times
87566919,87721555,,3,TRAIN,GTFS,Lentilly Charpenay,Lentilly,55,gtfs_stop_times
87742361,87742007,,16,TGV,GTFS,Saint-Michel - Valloire,Modane,55,gtfs_stop_times
87742007,87742361,,14,TRAIN,GTFS,Modane,Saint-Michel - Valloire,55,gtfs_stop_times
87208553,87721530,,2,TRAIN,GTFS,Casino Lacroix Laval,Charbonnières-les-Bains,55,gtfs_stop_times
87478099,87478073,,10,TRAIN,GTFS,La Gouesnière - Cancale,Dol-de-Bretagne,55,gtfs_stop_times
87481440,87481002,,19,TRAIN,GTFS,Clisson,Nantes,55,gtfs_stop_times
87745000,87745414,,15,TRAIN,GTFS,Bellegarde,Valleiry,55,gtfs_stop_times
87212274,87214148,,4,TRAIN,GTFS,Limersheim,Erstein,55,gtfs_stop_times
87745414,87745430,,11,TRAIN,GTFS,Valleiry,Saint-Julien-en-Genevois,55,gtfs_stop_times
87584177,87584136,,9,TRAIN,GTFS,Vélines,Castillon,55,gtfs_stop_times
87295709,87295733,,6,TRAIN,GTFS,Sains-du-Nord,Avesnes-sur-Helpe,55,gtfs_stop_times
87775288,87775361,,17,TRAIN,GTFS,Alès,Saint-Geniès-de-Malgoirès,55,gtfs_stop_times
87295733,87295600,,19,TRAIN,GTFS,Avesnes-sur-Helpe,Aulnoye-Aymeries,55,gtfs_stop_times
87338525,87212027,,5,TRAIN,GTFS,Krimmeri Meinau,Strasbourg,55,gtfs_stop_times
87484006,87487603,,24,TRAIN,GTFS,Angers Saint-Laud,Saumur,54,gtfs_stop_times
87214544,87214536,,2,TRAIN,GTFS,Duttlenheim,Duppigheim,54,gtfs_stop_times
87214536,87214528,,4,TRAIN,GTFS,Duppigheim,Entzheim Aéroport,54,gtfs_stop_times
87476606,87471300,,26,TGV,GTFS,Vannes,Redon,54,gtfs_stop_times
87286864,87286872,,6,TRAIN,GTFS,Ascq,Baisieux,54,gtfs_stop_times
87611707,87612002,,5,TRAIN,GTFS,Escalquens,Labège Innopole,54,gtfs_stop_times
87611723,87611707,,7,TRAIN,GTFS,Baziège,Escalquens,54,gtfs_stop_times
87734129,87732404,,9,TRAIN,GTFS,Aigueperse,Gannat,54,gtfs_stop_times
87212027,87192039,,53,TRAIN,GTFS,Strasbourg,Metz,54,gtfs_stop_times
87734046,87734053,,7,TRAIN,GTFS,Gerzat,Riom - Châtel-Guyon,54,gtfs_stop_times
87734004,87734046,,6,TRAIN,GTFS,Clermont-Ferrand,Gerzat,54,gtfs_stop_times
87286583,87286625,,6,TRAIN,GTFS,Orchies,Templeuve,54,gtfs_stop_times
88850685,88850010,,4,TRAIN,GTFS,FROYENNES,Tournai,54,gtfs_stop_times
87487603,87571240,,39,TRAIN,GTFS,Saumur,Saint-Pierre-des-Corps,54,gtfs_stop_times
87286625,87286583,,6,TRAIN,GTFS,Templeuve,Orchies,54,gtfs_stop_times
87471300,87476606,,26,TGV,GTFS,Redon,Vannes,54,gtfs_stop_times
87734046,87734004,,6,TRAIN,GTFS,Gerzat,Clermont-Ferrand,54,gtfs_stop_times
87732404,87734129,,9,TRAIN,GTFS,Gannat,Aigueperse,54,gtfs_stop_times
87214544,87214551,,3,TRAIN,GTFS,Duttlenheim,Dachstein,54,gtfs_stop_times
87214551,87214577,,4,TRAIN,GTFS,Dachstein,Molsheim,54,gtfs_stop_times
87487603,87484006,,24,TRAIN,GTFS,Saumur,Angers Saint-Laud,54,gtfs_stop_times
87214536,87214544,,2,TRAIN,GTFS,Duppigheim,Duttlenheim,54,gtfs_stop_times
87214528,87214536,,4,TRAIN,GTFS,Entzheim Aéroport,Duppigheim,54,gtfs_stop_times
88850685,87286872,,7,TRAIN,GTFS,FROYENNES,Baisieux,54,gtfs_stop_times
87286872,87286864,,6,TRAIN,GTFS,Baisieux,Ascq,54,gtfs_stop_times
87571240,87487603,,39,TRAIN,GTFS,Saint-Pierre-des-Corps,Saumur,54,gtfs_stop_times
88850010,88850685,,4,TRAIN,GTFS,Tournai,FROYENNES,54,gtfs_stop_times
87214577,87214551,,4,TRAIN,GTFS,Molsheim,Dachstein,54,gtfs_stop_times
87214551,87214544,,3,TRAIN,GTFS,Dachstein,Duttlenheim,54,gtfs_stop_times
87734053,87734046,,7,TRAIN,GTFS,Riom - Châtel-Guyon,Gerzat,54,gtfs_stop_times
87192039,87212027,,53,TRAIN,GTFS,Metz,Strasbourg,54,gtfs_stop_times
87286872,88850685,,7,TRAIN,GTFS,Baisieux,FROYENNES,54,gtfs_stop_times
87611707,87611723,,7,TRAIN,GTFS,Escalquens,Baziège,54,gtfs_stop_times
87612002,87611707,,5,TRAIN,GTFS,Labège Innopole,Escalquens,54,gtfs_stop_times
87491506,87583005,,20,TRAIN,GTFS,Châteauneuf-sur-Charente,Angoulême,53,gtfs_stop_times
87775007,87775361,,17,TRAIN,GTFS,Nîmes Centre,Saint-Geniès-de-Malgoirès,53,gtfs_stop_times
87212191,87214502,,2,TRAIN,GTFS,Strasbourg Roethig,Lingolsheim,53,gtfs_stop_times
87141135,87141101,,8,TRAIN,GTFS,Blainville - Damelevières,Varangéville - Saint-Nicolas,53,gtfs_stop_times
87491811,87491001,,19,TRAIN,GTFS,Saujon,Saintes,53,gtfs_stop_times
80253914,87193003,,11,TRAIN,GTFS,Sarrebruck,Forbach,53,gtfs_stop_times
87214502,87214528,,4,TRAIN,GTFS,Lingolsheim,Entzheim Aéroport,53,gtfs_stop_times
87726000,87726158,,4,TRAIN,GTFS,Saint-Étienne Châteaucreux,Saint-Étienne La Terrasse,53,gtfs_stop_times
87295055,87295063,,7,TRAIN,GTFS,Anor,Hirson,53,gtfs_stop_times
87212027,87212191,,5,TRAIN,GTFS,Strasbourg,Strasbourg Roethig,53,gtfs_stop_times
87491472,87491449,,10,TRAIN,GTFS,Jarnac,Cognac,53,gtfs_stop_times
87214528,87214502,,4,TRAIN,GTFS,Entzheim Aéroport,Lingolsheim,53,gtfs_stop_times
87726158,87726000,,4,TRAIN,GTFS,Saint-Étienne La Terrasse,Saint-Étienne Châteaucreux,53,gtfs_stop_times
87141101,87141135,,8,TRAIN,GTFS,Varangéville - Saint-Nicolas,Blainville - Damelevières,53,gtfs_stop_times
87193003,80253914,,11,TRAIN,GTFS,Forbach,Sarrebruck,53,gtfs_stop_times
87491811,87491803,,8,TRAIN,GTFS,Saujon,Royan,53,gtfs_stop_times
87212266,87212274,,4,TRAIN,GTFS,Fegersheim - Lipsheim,Limersheim,53,gtfs_stop_times
87583005,87491506,,20,TRAIN,GTFS,Angoulême,Châteauneuf-sur-Charente,53,gtfs_stop_times
87491803,87491811,,8,TRAIN,GTFS,Royan,Saujon,53,gtfs_stop_times
87212274,87212266,,4,TRAIN,GTFS,Limersheim,Fegersheim - Lipsheim,53,gtfs_stop_times
87491506,87491472,,9,TRAIN,GTFS,Châteauneuf-sur-Charente,Jarnac,53,gtfs_stop_times
87491472,87491506,,10,TRAIN,GTFS,Jarnac,Châteauneuf-sur-Charente,53,gtfs_stop_times
87775361,87775007,,17,TRAIN,GTFS,Saint-Geniès-de-Malgoirès,Nîmes Centre,53,gtfs_stop_times
87295063,87295055,,7,TRAIN,GTFS,Hirson,Anor,53,gtfs_stop_times
85000109,85030007,,53,IC,GTFS,Basel SBB,Zuerich HB,53,gtfs_stop_times
87212191,87212027,,5,TRAIN,GTFS,Strasbourg Roethig,Strasbourg,53,gtfs_stop_times
87214502,87212191,,2,TRAIN,GTFS,Lingolsheim,Strasbourg Roethig,53,gtfs_stop_times
87491001,87491811,,19,TRAIN,GTFS,Saintes,Saujon,53,gtfs_stop_times
87491449,87491472,,10,TRAIN,GTFS,Cognac,Jarnac,53,gtfs_stop_times
85030007,85000109,,53,IC,GTFS,Zuerich HB,Basel SBB,53,gtfs_stop_times
87345025,87342014,,15,TRAIN,GTFS,Lens,Arras,52,gtfs_stop_times
87474270,87474338,,15,TRAIN,GTFS,Landivisiau,Morlaix,52,gtfs_stop_times
87172072,87172858,,4,TRAIN,GTFS,Laifour,Anchamps,52,gtfs_stop_times
87286849,87286005,,8,TRAIN,GTFS,Lesquin,Lille Flandres,52,gtfs_stop_times
87696336,87696351,,9,TRAIN,GTFS,Bessay,Varennes-sur-Allier,52,gtfs_stop_times
87696229,87696211,,6,TRAIN,GTFS,Fourchambault,Pougues-les-Eaux,52,gtfs_stop_times
87444000,87444067,,18,TRAIN,GTFS,Caen,Bayeux,52,gtfs_stop_times
87172122,87172130,,6,TRAIN,GTFS,Aubrives,Givet,52,gtfs_stop_times
87444067,87444000,,16,TRAIN,GTFS,Bayeux,Caen,52,gtfs_stop_times
87447219,87444067,,14,TRAIN,GTFS,Lison,Bayeux,52,gtfs_stop_times
87696328,87696336,,8,TRAIN,GTFS,Moulins sur Allier,Bessay,52,gtfs_stop_times
87576009,87543165,,15,TRAIN,GTFS,Vierzon,Salbris,52,gtfs_stop_times
87144626,87141416,,8,TRAIN,GTFS,Raon-l'Étape,Baccarat,52,gtfs_stop_times
87696336,87696328,,8,TRAIN,GTFS,Bessay,Moulins sur Allier,52,gtfs_stop_times
