origin_uic,destination_uic,distance_km,duration_minutes,line_code,line_status,origin_name,destination_name,trip_count,source
87545731,87545756,,9,TRAIN,GTFS,Bonneval,Châteaudun,27,gtfs_stop_times
87545756,87545731,,11,TRAIN,GTFS,Châteaudun,Bonneval,27,gtfs_stop_times
87775171,87775148,,12,TRAIN,GTFS,La Bastide-St-Laurent-les-B.,Chasseradès,27,gtfs_stop_times
87742007,87741009,,71,TRAIN,GTFS,Modane,Chambéry - Challes-les-Eaux,27,gtfs_stop_times
87713040,87713859,,21,TRAIN,GTFS,Dijon,Is-sur-Tille,27,gtfs_stop_times
87765735,87765818,,6,TGV,GTFS,Carpentras,Monteux,27,gtfs_stop_times
87745497,87746370,,58,TGV,GTFS,Annemasse,Cluses,27,gtfs_stop_times
87582759,87582742,,4,TRAIN,GTFS,Barsac,Cérons,27,gtfs_stop_times
87497461,87446179,,5,TRAIN,GTFS,Gallieni-Cancéropôle,Saint-Cyprien Arènes,27,gtfs_stop_times
87721282,87721324,,6,TRAIN,GTFS,Saint-Germain-au-Mont-d'Or,Anse,27,gtfs_stop_times
87396234,87396218,,8,TRAIN,GTFS,Sillé-le-Guillaume,Conlie,27,gtfs_stop_times
87582775,87582759,,8,TRAIN,GTFS,Langon,Barsac,27,gtfs_stop_times
87773531,87773515,,5,TRAIN,GTFS,Vic - Mireval,Villeneuve-lès-Maguelone,27,gtfs_stop_times
87773556,87773531,,6,TRAIN,GTFS,Frontignan,Vic - Mireval,27,gtfs_stop_times
87611004,87581009,,140,TGV,GTFS,Toulouse Matabiau,Bordeaux Saint-Jean,27,gtfs_stop_times
87764571,87764555,,10,TRAIN,GTFS,Bagnols-sur-Cèze,Pont-Saint-Esprit,27,gtfs_stop_times
87734129,87734111,,6,TRAIN,GTFS,Aigueperse,Aubiat,27,gtfs_stop_times
87734111,87734103,,5,TRAIN,GTFS,Aubiat,Pontmort,27,gtfs_stop_times
87764001,87764308,,14,TRAIN,GTFS,Montélimar,Pierrelatte,27,gtfs_stop_times
87575001,87575704,,11,TRAIN,GTFS,Poitiers,Mignaloux - Nouaillé,27,gtfs_stop_times
87696328,87696427,,20,TRAIN,GTFS,Moulins sur Allier,Dompierre Sept Fons,27,gtfs_stop_times
87696260,87696328,,24,TRAIN,GTFS,Saincaize,Moulins sur Allier,27,gtfs_stop_times
87696351,87696328,,15,TRAIN,GTFS,Varennes-sur-Allier,Moulins sur Allier,27,gtfs_stop_times
87727735,87139501,,3,TRAIN,GTFS,Troyes Théâtre de Champagne,Troyes Gare Routière,27,gtfs_stop_times
87659896,87182618,,3,TRAIN,GTFS,Fellering Église,Wesserling,27,gtfs_stop_times
87597153,87597120,,12,TER,GTFS,Éguzon,Argenton-sur-Creuse,27,gtfs_stop_times
87545731,87545707,,14,TRAIN,GTFS,Bonneval,Voves,27,gtfs_stop_times
87584201,87584177,,6,TRAIN,GTFS,Saint-Antoine-de-Breuilh,Vélines,27,gtfs_stop_times
80194209,80920793,,4,TRAIN,GTFS,Maikammer-Kirrweiler,Neustadt (Weinstraße) Süd,27,gtfs_stop_times
87584177,87584151,,6,TRAIN,GTFS,Vélines,Lamothe-Montravel,27,gtfs_stop_times
87584151,87584136,,5,TRAIN,GTFS,Lamothe-Montravel,Castillon,27,gtfs_stop_times
87313882,87286005,,45,TRAIN,GTFS,TGV Haute Picardie,Lille Flandres,27,gtfs_stop_times
87192476,87192468,,5,TRAIN,GTFS,Vandières,Pagny-sur-Moselle,27,gtfs_stop_times
87592493,87597153,,6,TER,GTFS,Saint-Sébastien,Éguzon,27,gtfs_stop_times
87571240,87574004,,30,TRAIN,GTFS,Saint-Pierre-des-Corps,Blois - Chambord,27,gtfs_stop_times
87775148,87775171,,12,TRAIN,GTFS,Chasseradès,La Bastide-St-Laurent-les-B.,27,gtfs_stop_times
87741009,87742007,,71,TRAIN,GTFS,Chambéry - Challes-les-Eaux,Modane,27,gtfs_stop_times
87713859,87713040,,21,TRAIN,GTFS,Is-sur-Tille,Dijon,27,gtfs_stop_times
87659888,87659896,,3,TRAIN,GTFS,Oderen La Poste,Fellering Église,27,gtfs_stop_times
87411017,87411173,,15,TRAIN,GTFS,Rouen Rive Droite,Elbeuf - Saint-Aubin,27,gtfs_stop_times
87584193,87584201,,6,TRAIN,GTFS,Sainte-Foy-la-Grande,Saint-Antoine-de-Breuilh,27,gtfs_stop_times
87783670,87775148,,13,TRAIN,GTFS,Belvezet,Chasseradès,27,gtfs_stop_times
87783654,87783670,,18,TRAIN,GTFS,Allenc,Belvezet,27,gtfs_stop_times
87141820,87192476,,5,TRAIN,GTFS,Pont-à-Mousson,Vandières,27,gtfs_stop_times
87783647,87783654,,6,TRAIN,GTFS,Bagnols - Chadenet,Allenc,27,gtfs_stop_times
87783605,87783647,,21,TRAIN,GTFS,Mende,Bagnols - Chadenet,27,gtfs_stop_times
87396218,87396234,,8,TRAIN,GTFS,Conlie,Sillé-le-Guillaume,27,gtfs_stop_times
87582759,87582775,,8,TRAIN,GTFS,Barsac,Langon,27,gtfs_stop_times
87773515,87773531,,5,TRAIN,GTFS,Villeneuve-lès-Maguelone,Vic - Mireval,27,gtfs_stop_times
87592378,87592493,,15,TER,GTFS,La Souterraine,Saint-Sébastien,27,gtfs_stop_times
80920793,80194043,,3,TRAIN,GTFS,Neustadt (Weinstraße) Süd,Neustadt (Weinstr) Hbf,27,gtfs_stop_times
87764555,87764571,,10,TRAIN,GTFS,Pont-Saint-Esprit,Bagnols-sur-Cèze,27,gtfs_stop_times
87481846,87481838,,9,TRAIN,GTFS,Pontchâteau,Savenay,27,gtfs_stop_times
87313296,87313270,,6,TRAIN,GTFS,Avrechy,Saint-Just-en-Chaussée,27,gtfs_stop_times
87765826,87765818,,9,TGV,GTFS,Entraigues-sur-la-Sorgue,Monteux,27,gtfs_stop_times
87313759,87313395,,12,TRAIN,GTFS,Abancourt,Poix-de-Picardie,27,gtfs_stop_times
87773002,87773515,,6,TRAIN,GTFS,Montpellier Saint-Roch,Villeneuve-lès-Maguelone,27,gtfs_stop_times
87696328,87696351,,15,TRAIN,GTFS,Moulins sur Allier,Varennes-sur-Allier,27,gtfs_stop_times
87765818,87765735,,6,TGV,GTFS,Monteux,Carpentras,27,gtfs_stop_times
87582742,87582759,,4,TRAIN,GTFS,Cérons,Barsac,27,gtfs_stop_times
87446179,87497461,,5,TRAIN,GTFS,Saint-Cyprien Arènes,Gallieni-Cancéropôle,27,gtfs_stop_times
87721324,87721282,,6,TRAIN,GTFS,Anse,Saint-Germain-au-Mont-d'Or,27,gtfs_stop_times
87727735,87747170,,9,TRAIN,GTFS,Troyes Théâtre de Champagne,Pont-Sainte-Marie Arcis Magasins,27,gtfs_stop_times
87773531,87773556,,6,TRAIN,GTFS,Vic - Mireval,Frontignan,27,gtfs_stop_times
87581009,87611004,,140,TGV,GTFS,Bordeaux Saint-Jean,Toulouse Matabiau,27,gtfs_stop_times
87734111,87734129,,6,TRAIN,GTFS,Aubiat,Aigueperse,27,gtfs_stop_times
87734103,87734111,,5,TRAIN,GTFS,Pontmort,Aubiat,27,gtfs_stop_times
87764308,87764001,,14,TRAIN,GTFS,Pierrelatte,Montélimar,27,gtfs_stop_times
87575704,87575001,,11,TRAIN,GTFS,Mignaloux - Nouaillé,Poitiers,27,gtfs_stop_times
87696427,87696328,,20,TRAIN,GTFS,Dompierre Sept Fons,Moulins sur Allier,27,gtfs_stop_times
87696328,87696260,,24,TRAIN,GTFS,Moulins sur Allier,Saincaize,27,gtfs_stop_times
87139501,87727735,,3,TRAIN,GTFS,Troyes Gare Routière,Troyes Théâtre de Champagne,27,gtfs_stop_times
87497461,87611301,,5,TRAIN,GTFS,Gallieni-Cancéropôle,Saint-Agne,27,gtfs_stop_times
87694869,87696427,,8,TRAIN,GTFS,Gilly-sur-Loire,Dompierre Sept Fons,27,gtfs_stop_times
87722710,87722702,,5,TRAIN,GTFS,Chaponost,Francheville,27,gtfs_stop_times
87765206,87765826,,6,TGV,GTFS,Sorgues - Châteauneuf-du-Pape,Entraigues-sur-la-Sorgue,27,gtfs_stop_times
87182642,87659888,,3,TRAIN,GTFS,Kruth,Oderen La Poste,27,gtfs_stop_times
87722728,87722710,,3,TRAIN,GTFS,Brignais,Chaponost,27,gtfs_stop_times
87764571,87765008,,27,TRAIN,GTFS,Bagnols-sur-Cèze,Avignon Centre,27,gtfs_stop_times
87611301,87497461,,5,TRAIN,GTFS,Saint-Agne,Gallieni-Cancéropôle,27,gtfs_stop_times
87696427,87694869,,8,TRAIN,GTFS,Dompierre Sept Fons,Gilly-sur-Loire,27,gtfs_stop_times
87722702,87722710,,5,TRAIN,GTFS,Francheville,Chaponost,27,gtfs_stop_times
87765826,87765206,,6,TGV,GTFS,Entraigues-sur-la-Sorgue,Sorgues - Châteauneuf-du-Pape,27,gtfs_stop_times
87659888,87182642,,3,TRAIN,GTFS,Oderen La Poste,Kruth,27,gtfs_stop_times
87722710,87722728,,3,TRAIN,GTFS,Chaponost,Brignais,27,gtfs_stop_times
87747170,87727735,,9,TRAIN,GTFS,Pont-Sainte-Marie Arcis Magasins,Troyes Théâtre de Champagne,27,gtfs_stop_times
87765008,87764571,,27,TRAIN,GTFS,Avignon Centre,Bagnols-sur-Cèze,27,gtfs_stop_times
87192468,87192476,,5,TRAIN,GTFS,Pagny-sur-Moselle,Vandières,27,gtfs_stop_times
87597153,87592493,,6,TER,GTFS,Éguzon,Saint-Sébastien,27,gtfs_stop_times
87574004,87571240,,30,TRAIN,GTFS,Blois - Chambord,Saint-Pierre-des-Corps,27,gtfs_stop_times
87411173,87411017,,15,TRAIN,GTFS,Elbeuf - Saint-Aubin,Rouen Rive Droite,27,gtfs_stop_times
87182618,87659896,,3,TRAIN,GTFS,Wesserling,Fellering Église,27,gtfs_stop_times
87597120,87597153,,12,TER,GTFS,Argenton-sur-Creuse,Éguzon,27,gtfs_stop_times
87723502,87723528,,5,TRAIN,GTFS,Crépieux la Pape,Miribel,26,gtfs_stop_times
87751701,87635581,,3,TRAIN,GTFS,Saint-Marcel,La Barasse,26,gtfs_stop_times
87141150,87141119,,12,TRAIN,GTFS,Lunéville,Dombasle-sur-Meurthe,26,gtfs_stop_times
87141200,87141218,,6,TRAIN,GTFS,Einvaux,Bayon,26,gtfs_stop_times
87142240,87175091,,12,TRAIN,GTFS,Froncles,Joinville,26,gtfs_stop_times
87723197,87723502,,12,TRAIN,GTFS,Lyon Part Dieu,Crépieux la Pape,26,gtfs_stop_times
87172270,87172007,,31,TGV,GTFS,Rethel,Charleville-Mézières,26,gtfs_stop_times
87696260,87686667,,157,TRAIN,GTFS,Saincaize,Paris Bercy Bourg. Pays d'Auv.,26,gtfs_stop_times
87175091,87142240,,12,TRAIN,GTFS,Joinville,Froncles,26,gtfs_stop_times
87141002,87141119,,10,TRAIN,GTFS,Nancy,Dombasle-sur-Meurthe,26,gtfs_stop_times
87723569,87723544,,4,TRAIN,GTFS,Montluel,Beynost,26,gtfs_stop_times
87142240,87142000,,17,TRAIN,GTFS,Froncles,Chaumont,26,gtfs_stop_times
87212324,87212316,,4,TER,GTFS,Kilstett,La Wantzenau,26,gtfs_stop_times
87726414,87726406,,4,TRAIN,GTFS,Bonson,Andrézieux,26,gtfs_stop_times
87175091,87142273,,7,TRAIN,GTFS,Joinville,Donjeux,26,gtfs_stop_times
87175000,87175091,,18,TRAIN,GTFS,Saint-Dizier,Joinville,26,gtfs_stop_times
87175091,87175000,,20,TRAIN,GTFS,Joinville,Saint-Dizier,26,gtfs_stop_times
87313577,87313585,,7,TRAIN,GTFS,Mouy - Bury,Hermes - Berthecourt,26,gtfs_stop_times
87471151,87471177,,6,TRAIN,GTFS,Guichen - Bourg-des-Comptes,Pléchâtel,26,gtfs_stop_times
87726448,87726430,,7,TRAIN,GTFS,Montbrison,Saint-Romain-le-Puy,26,gtfs_stop_times
87671016,87671495,,9,TRAIN,GTFS,Mont-de-Marsan,Saint-Martin-d'Oney,26,gtfs_stop_times
87491001,87485144,,30,TRAIN,GTFS,Saintes,Rochefort,26,gtfs_stop_times
87487637,87487603,,30,TRAIN,GTFS,Montreuil-Bellay,Saumur,26,gtfs_stop_times
87212332,87212324,,3,TER,GTFS,Gambsheim,Kilstett,26,gtfs_stop_times
87751750,87751743,,5,TRAIN,GTFS,Aubagne,La Penne-sur-Huveaune,26,gtfs_stop_times
87142000,87142240,,16,TRAIN,GTFS,Chaumont,Froncles,26,gtfs_stop_times
87723528,87723502,,5,TRAIN,GTFS,Miribel,Crépieux la Pape,26,gtfs_stop_times
87635581,87751701,,3,TRAIN,GTFS,La Barasse,Saint-Marcel,26,gtfs_stop_times
87214643,87214650,,2,TRAIN,GTFS,Mullerhof,Lutzelhouse,26,gtfs_stop_times
87761783,87761247,,20,TRAIN,GTFS,Crest,Livron,26,gtfs_stop_times
87276618,87313551,,7,TRAIN,GTFS,Montataire,Cires-lès-Mello,26,gtfs_stop_times
87723544,87723536,,4,TRAIN,GTFS,Beynost,Saint-Maurice-de-Beynost,26,gtfs_stop_times
87686667,87696260,,157,TRAIN,GTFS,Paris Bercy Bourg. Pays d'Auv.,Saincaize,26,gtfs_stop_times
87393579,87547000,,24,TRAIN,GTFS,Massy-Palaiseau,Paris Austerlitz,26,gtfs_stop_times
87184523,87184507,,6,TRAIN,GTFS,Montbéliard,Héricourt,26,gtfs_stop_times
87184507,87184002,,8,TRAIN,GTFS,Héricourt,Belfort-Ville,26,gtfs_stop_times
87471144,87471037,,6,TRAIN,GTFS,Laillé,Bruz,26,gtfs_stop_times
87751743,87635581,,4,TRAIN,GTFS,La Penne-sur-Huveaune,La Barasse,26,gtfs_stop_times
87391003,87396408,,66,TGV,GTFS,Paris Montparnasse Hall 1 - 2,Sablé-sur-Sarthe,26,gtfs_stop_times
87751719,87751081,,6,TRAIN,GTFS,La Pomme,Marseille Blancarde,26,gtfs_stop_times
87141119,87141150,,12,TRAIN,GTFS,Dombasle-sur-Meurthe,Lunéville,26,gtfs_stop_times
87141218,87141200,,6,TRAIN,GTFS,Bayon,Einvaux,26,gtfs_stop_times
87723502,87723197,,12,TRAIN,GTFS,Crépieux la Pape,Lyon Part Dieu,26,gtfs_stop_times
87172007,87172270,,31,TGV,GTFS,Charleville-Mézières,Rethel,26,gtfs_stop_times
87144055,87144063,,5,TRAIN,GTFS,Charmes,Vincey,26,gtfs_stop_times
87726406,87726414,,4,TRAIN,GTFS,Andrézieux,Bonson,26,gtfs_stop_times
87142273,87175091,,7,TRAIN,GTFS,Donjeux,Joinville,26,gtfs_stop_times
87313585,87313577,,7,TRAIN,GTFS,Hermes - Berthecourt,Mouy - Bury,26,gtfs_stop_times
87471177,87471151,,6,TRAIN,GTFS,Pléchâtel,Guichen - Bourg-des-Comptes,26,gtfs_stop_times
87645135,87645002,,24,TRAIN,GTFS,Laroquebrou,Aurillac,26,gtfs_stop_times
87671487,87671495,,7,TRAIN,GTFS,Ygos,Saint-Martin-d'Oney,26,gtfs_stop_times
87144063,87144071,,5,TRAIN,GTFS,Vincey,Châtel - Nomexy,26,gtfs_stop_times
87726414,87726422,,5,TRAIN,GTFS,Bonson,Sury-le-Comtal,26,gtfs_stop_times
87751719,87751701,,5,TRAIN,GTFS,La Pomme,Saint-Marcel,26,gtfs_stop_times
87726422,87726430,,6,TRAIN,GTFS,Sury-le-Comtal,Saint-Romain-le-Puy,26,gtfs_stop_times
87723528,87723536,,3,TRAIN,GTFS,Miribel,Saint-Maurice-de-Beynost,26,gtfs_stop_times
87723577,87723585,,6,TRAIN,GTFS,La Valbonne,Meximieux - Pérouges,26,gtfs_stop_times
87723569,87723577,,4,TRAIN,GTFS,Montluel,La Valbonne,26,gtfs_stop_times
87141408,87141374,,7,TRAIN,GTFS,Azerailles,Saint-Clément - Laronxe,26,gtfs_stop_times
87487603,87487637,,24,TRAIN,GTFS,Saumur,Montreuil-Bellay,26,gtfs_stop_times
87726422,87726414,,5,TRAIN,GTFS,Sury-le-Comtal,Bonson,26,gtfs_stop_times
87751701,87751719,,5,TRAIN,GTFS,Saint-Marcel,La Pomme,26,gtfs_stop_times
87726430,87726422,,6,TRAIN,GTFS,Saint-Romain-le-Puy,Sury-le-Comtal,26,gtfs_stop_times
87723536,87723528,,3,TRAIN,GTFS,Saint-Maurice-de-Beynost,Miribel,26,gtfs_stop_times
87723585,87723577,,6,TRAIN,GTFS,Meximieux - Pérouges,La Valbonne,26,gtfs_stop_times
87144063,87144055,,5,TRAIN,GTFS,Vincey,Charmes,26,gtfs_stop_times
87645002,87645135,,24,TRAIN,GTFS,Aurillac,Laroquebrou,26,gtfs_stop_times
87671495,87671487,,7,TRAIN,GTFS,Saint-Martin-d'Oney,Ygos,26,gtfs_stop_times
87144071,87144063,,5,TRAIN,GTFS,Châtel - Nomexy,Vincey,26,gtfs_stop_times
87723577,87723569,,4,TRAIN,GTFS,La Valbonne,Montluel,26,gtfs_stop_times
87141374,87141408,,7,TRAIN,GTFS,Saint-Clément - Laronxe,Azerailles,26,gtfs_stop_times
87485144,87491001,,30,TRAIN,GTFS,Rochefort,Saintes,26,gtfs_stop_times
87212324,87212332,,3,TER,GTFS,Kilstett,Gambsheim,26,gtfs_stop_times
87141119,87141002,,10,TRAIN,GTFS,Dombasle-sur-Meurthe,Nancy,26,gtfs_stop_times
87723544,87723569,,4,TRAIN,GTFS,Beynost,Montluel,26,gtfs_stop_times
87212316,87212324,,4,TER,GTFS,La Wantzenau,Kilstett,26,gtfs_stop_times
87214650,87214643,,2,TRAIN,GTFS,Lutzelhouse,Mullerhof,26,gtfs_stop_times
87761247,87761783,,20,TRAIN,GTFS,Livron,Crest,26,gtfs_stop_times
87313551,87276618,,7,TRAIN,GTFS,Cires-lès-Mello,Montataire,26,gtfs_stop_times
87723536,87723544,,4,TRAIN,GTFS,Saint-Maurice-de-Beynost,Beynost,26,gtfs_stop_times
87726430,87726448,,7,TRAIN,GTFS,Saint-Romain-le-Puy,Montbrison,26,gtfs_stop_times
87671495,87671016,,9,TRAIN,GTFS,Saint-Martin-d'Oney,Mont-de-Marsan,26,gtfs_stop_times
87547000,87393579,,24,TRAIN,GTFS,Paris Austerlitz,Massy-Palaiseau,26,gtfs_stop_times
87184507,87184523,,6,TRAIN,GTFS,Héricourt,Montbéliard,26,gtfs_stop_times
87184002,87184507,,8,TRAIN,GTFS,Belfort-Ville,Héricourt,26,gtfs_stop_times
87471037,87471144,,6,TRAIN,GTFS,Bruz,Laillé,26,gtfs_stop_times
87635581,87751743,,4,TRAIN,GTFS,La Barasse,La Penne-sur-Huveaune,26,gtfs_stop_times
87396408,87391003,,66,TGV,GTFS,Sablé-sur-Sarthe,Paris Montparnasse Hall 1 - 2,26,gtfs_stop_times
87751081,87751719,,6,TRAIN,GTFS,Marseille Blancarde,La Pomme,26,gtfs_stop_times
87751743,87751750,,5,TRAIN,GTFS,La Penne-sur-Huveaune,Aubagne,26,gtfs_stop_times
87213421,87213447,,4,TRAIN,GTFS,Soultz-sous-Forêts,Hoffen,25,gtfs_stop_times
87213447,87213462,,7,TRAIN,GTFS,Hoffen,Riedseltz,25,gtfs_stop_times
87214783,87214742,,10,TRAIN,GTFS,Saales,Saint-Blaise-la-Roche,25,gtfs_stop_times
87296004,87296418,,9,TRAIN,GTFS,Saint-Quentin,Montescourt,25,gtfs_stop_times
87296434,87296418,,6,TRAIN,GTFS,Mennessis,Montescourt,25,gtfs_stop_times
87296418,87296434,,5,TRAIN,GTFS,Montescourt,Mennessis,25,gtfs_stop_times
87296418,87296004,,9,TRAIN,GTFS,Montescourt,Saint-Quentin,25,gtfs_stop_times
87192286,87215079,,23,TRAIN,GTFS,Morhange,Réding,25,gtfs_stop_times
87213058,87213405,,8,TRAIN,GTFS,Haguenau,Walbourg,25,gtfs_stop_times
87213470,87213421,,14,TRAIN,GTFS,Wissembourg,Soultz-sous-Forêts,25,gtfs_stop_times
87296244,87295220,,7,TRAIN,GTFS,Busigny,Le Cateau,25,gtfs_stop_times
87214742,87214726,,8,TRAIN,GTFS,Saint-Blaise-la-Roche,Rothau,25,gtfs_stop_times
87144089,87144071,,4,TRAIN,GTFS,Igney,Châtel - Nomexy,25,gtfs_stop_times
87192039,87192286,,24,TRAIN,GTFS,Metz,Morhange,25,gtfs_stop_times
87213462,87213470,,5,TRAIN,GTFS,Riedseltz,Wissembourg,25,gtfs_stop_times
87286005,87286187,,6,TRAIN,GTFS,Lille Flandres,La Madeleine,25,gtfs_stop_times
87286187,87286195,,3,TRAIN,GTFS,La Madeleine,Saint-André,25,gtfs_stop_times
87286195,87286278,,5,TRAIN,GTFS,Saint-André,Pérenchies,25,gtfs_stop_times
87694778,87721860,,20,TRAIN,GTFS,Chauffailles,Lamure-sur-Azergues,25,gtfs_stop_times
87562421,87734004,,9,TRAIN,GTFS,Aulnat Aéroport,Clermont-Ferrand,25,gtfs_stop_times
87141051,87141044,,7,TRAIN,GTFS,Fontenoy-sur-Moselle,Toul,25,gtfs_stop_times
87175117,87175000,,13,TRAIN,GTFS,Chevillon,Saint-Dizier,25,gtfs_stop_times
87296442,87296434,,5,TRAIN,GTFS,Tergnier,Mennessis,25,gtfs_stop_times
87142232,87142240,,4,TRAIN,GTFS,Vignory,Froncles,25,gtfs_stop_times
87142240,87142273,,7,TRAIN,GTFS,Froncles,Donjeux,25,gtfs_stop_times
87484204,87484246,,11,TRAIN,GTFS,Chalonnes,Chemillé,25,gtfs_stop_times
87142224,87142232,,7,TRAIN,GTFS,Bologne,Vignory,25,gtfs_stop_times
87484337,87484204,,6,TRAIN,GTFS,La Possonnière,Chalonnes,25,gtfs_stop_times
87142000,87142224,,11,TRAIN,GTFS,Chaumont,Bologne,25,gtfs_stop_times
87296434,87296442,,5,TRAIN,GTFS,Mennessis,Tergnier,25,gtfs_stop_times
87615344,87615310,,10,TRAIN,GTFS,Saint-Sulpice,Lisle-sur-Tarn,25,gtfs_stop_times
87773200,87688887,,17,TGV,GTFS,Sète,Montpellier Sud de France,25,gtfs_stop_times
87734459,87734475,,11,TRAIN,GTFS,Pont de Dore,Thiers,25,gtfs_stop_times
87323675,87641001,,3,TRAIN,GTFS,Montluçon Rimard,Montluçon,25,gtfs_stop_times
87741645,87741629,,14,IC,GTFS,Albertville,Frontenex,25,gtfs_stop_times
87741611,87741223,,10,IC,GTFS,Grésy-sur-Isère,Saint-Pierre-d'Albigny,25,gtfs_stop_times
87484246,87484303,,14,TRAIN,GTFS,Chemillé,Cholet,25,gtfs_stop_times
87144071,87144089,,5,TRAIN,GTFS,Châtel - Nomexy,Igney,25,gtfs_stop_times
87471078,87471102,,4,TRAIN,GTFS,Montfort-sur-Meu,Breteil,25,gtfs_stop_times
87215079,87212225,,14,TRAIN,GTFS,Réding,Saverne,25,gtfs_stop_times
87734442,87734459,,11,TRAIN,GTFS,Lezoux,Pont de Dore,25,gtfs_stop_times
87688887,87773200,,23,TGV,GTFS,Montpellier Sud de France,Sète,25,gtfs_stop_times
87611400,87611392,,8,TRAIN,GTFS,Portet Saint-Simon,Venerque - Le Vernet,25,gtfs_stop_times
87393702,87741009,,222,TGV,GTFS,Massy TGV,Chambéry - Challes-les-Eaux,25,gtfs_stop_times
87556506,87761494,,20,TRAIN,GTFS,Valence Gare Routière,Saint-Péray,25,gtfs_stop_times
87734087,87562421,,6,TRAIN,GTFS,Pont-du-Château,Aulnat Aéroport,25,gtfs_stop_times
87761494,87556506,,20,TRAIN,GTFS,Saint-Péray,Valence Gare Routière,25,gtfs_stop_times
87741223,87741306,,22,TRAIN,GTFS,Saint-Pierre-d'Albigny,Saint-Avre - La Chambre,25,gtfs_stop_times
87741629,87741611,,8,IC,GTFS,Frontenex,Grésy-sur-Isère,25,gtfs_stop_times
87213470,87213462,,5,TRAIN,GTFS,Wissembourg,Riedseltz,25,gtfs_stop_times
87213447,87213421,,4,TRAIN,GTFS,Hoffen,Soultz-sous-Forêts,25,gtfs_stop_times
87295220,87296244,,7,TRAIN,GTFS,Le Cateau,Busigny,25,gtfs_stop_times
87214726,87214742,,8,TRAIN,GTFS,Rothau,Saint-Blaise-la-Roche,25,gtfs_stop_times
87192286,87192039,,24,TRAIN,GTFS,Morhange,Metz,25,gtfs_stop_times
87734053,87734129,,12,TRAIN,GTFS,Riom - Châtel-Guyon,Aigueperse,25,gtfs_stop_times
87747592,87747626,,15,TRAIN,GTFS,Monestier-de-Clermont,Clelles - Mens,25,gtfs_stop_times
87671479,87671487,,6,TRAIN,GTFS,Arengosse,Ygos,25,gtfs_stop_times
87191114,87191098,,4,TRAIN,GTFS,Hagondange,Walygator parc,25,gtfs_stop_times
87473074,87473066,,6,TRAIN,GTFS,Broons,Caulnes,25,gtfs_stop_times
87641415,87323675,,10,TRAIN,GTFS,Commentry,Montluçon Rimard,25,gtfs_stop_times
87734475,87734459,,11,TRAIN,GTFS,Thiers,Pont de Dore,25,gtfs_stop_times
87213462,87213447,,7,TRAIN,GTFS,Riedseltz,Hoffen,25,gtfs_stop_times
87214742,87214783,,10,TRAIN,GTFS,Saint-Blaise-la-Roche,Saales,25,gtfs_stop_times
87721860,87694778,,20,TRAIN,GTFS,Lamure-sur-Azergues,Chauffailles,25,gtfs_stop_times
87734004,87562421,,9,TRAIN,GTFS,Clermont-Ferrand,Aulnat Aéroport,25,gtfs_stop_times
87141044,87141051,,7,TRAIN,GTFS,Toul,Fontenoy-sur-Moselle,25,gtfs_stop_times
87175000,87175117,,13,TRAIN,GTFS,Saint-Dizier,Chevillon,25,gtfs_stop_times
87215079,87192286,,23,TRAIN,GTFS,Réding,Morhange,25,gtfs_stop_times
87213405,87213058,,8,TRAIN,GTFS,Walbourg,Haguenau,25,gtfs_stop_times
87213421,87213470,,14,TRAIN,GTFS,Soultz-sous-Forêts,Wissembourg,25,gtfs_stop_times
87142232,87142224,,7,TRAIN,GTFS,Vignory,Bologne,25,gtfs_stop_times
87484204,87484337,,6,TRAIN,GTFS,Chalonnes,La Possonnière,25,gtfs_stop_times
87142224,87142000,,11,TRAIN,GTFS,Bologne,Chaumont,25,gtfs_stop_times
87615310,87615344,,10,TRAIN,GTFS,Lisle-sur-Tarn,Saint-Sulpice,25,gtfs_stop_times
87473066,87473074,,6,TRAIN,GTFS,Caulnes,Broons,25,gtfs_stop_times
87286187,87286005,,6,TRAIN,GTFS,La Madeleine,Lille Flandres,25,gtfs_stop_times
87286195,87286187,,3,TRAIN,GTFS,Saint-André,La Madeleine,25,gtfs_stop_times
87286278,87286195,,5,TRAIN,GTFS,Pérenchies,Saint-André,25,gtfs_stop_times
87484303,87484246,,14,TRAIN,GTFS,Cholet,Chemillé,25,gtfs_stop_times
87212225,87215079,,14,TRAIN,GTFS,Saverne,Réding,25,gtfs_stop_times
87734459,87734442,,11,TRAIN,GTFS,Pont de Dore,Lezoux,25,gtfs_stop_times
87611392,87611400,,8,TRAIN,GTFS,Venerque - Le Vernet,Portet Saint-Simon,25,gtfs_stop_times
87741009,87393702,,222,TGV,GTFS,Chambéry - Challes-les-Eaux,Massy TGV,25,gtfs_stop_times
87562421,87734087,,6,TRAIN,GTFS,Aulnat Aéroport,Pont-du-Château,25,gtfs_stop_times
87142240,87142232,,4,TRAIN,GTFS,Froncles,Vignory,25,gtfs_stop_times
87142273,87142240,,7,TRAIN,GTFS,Donjeux,Froncles,25,gtfs_stop_times
87484246,87484204,,11,TRAIN,GTFS,Chemillé,Chalonnes,25,gtfs_stop_times
87741611,87741629,,8,IC,GTFS,Grésy-sur-Isère,Frontenex,25,gtfs_stop_times
87734129,87734053,,12,TRAIN,GTFS,Aigueperse,Riom - Châtel-Guyon,25,gtfs_stop_times
87671487,87671479,,6,TRAIN,GTFS,Ygos,Arengosse,25,gtfs_stop_times
